order_id,customer_id,order_date,product_id,category,price,quantity,payment_method,order_status,city
1406,1136,2024-08-01,65,Home,148.66,2,UPI,Delivered,Bangalore
1407,1929,2024-03-02,64,Books,354.79,4,COD,Delivered,Hyderabad
1408,1587,2024-11-23,71,Home,395.65,2,UPI,Delivered,Ahmedabad
1409,1994,2024-06-09,4,Sports,516.18,3,COD,Delivered,Ahmedabad
1410,1546,2024-03-06,193,Electronics,929.79,3,UPI,Delivered,Bangalore
1411,1512,2024-10-12,143,Books,875.55,3,COD,Delivered,Bangalore
1412,1295,2024-08-26,104,Fashion,143.18,2,UPI,Returned,Delhi
1413,1319,2024-01-20,150,Electronics,181.06,1,UPI,Delivered,Bangalore
1414,1917,2024-07-06,175,Electronics,364.06,3,COD,Delivered,Pune
1415,1571,2024-03-22,93,Fashion,297.84,2,UPI,Delivered,Kolkata
1416,1831,2024-12-28,174,Electronics,618.62,4,Card,Delivered,Delhi
1417,1348,2024-07-20,142,Books,903.75,3,UPI,Delivered,Ahmedabad
1418,1839,2024-05-11,178,Books,962.67,1,Card,Delivered,Kolkata
1419,1778,2024-02-06,148,Books,657.07,1,COD,Delivered,Mumbai
1420,1872,2024-05-11,178,Beauty,839.78,1,COD,Delivered,Chennai
1421,1228,2024-03-17,112,Beauty,529.95,4,UPI,Delivered,Delhi
1422,1269,2024-03-29,161,Books,216.24,4,UPI,Delivered,Kolkata
1423,1827,2024-09-09,119,Fashion,529.44,1,COD,Delivered,Bangalore
1424,1797,2024-12-09,59,Fashion,559.53,1,COD,Delivered,Chennai
1425,1290,2024-07-12,43,Home,745.03,1,UPI,Delivered,Bangalore
1426,1724,2024-06-24,12,Home,227.68,4,Card,Delivered,Bangalore
1427,1164,2024-02-02,40,Books,374.63,4,UPI,Returned,Delhi
1428,1004,2024-02-27,118,Electronics,370.39,2,COD,Delivered,Ahmedabad
1429,1850,2024-07-19,20,Electronics,959.85,3,UPI,Delivered,Mumbai
1430,1378,2024-01-28,166,Fashion,449.51,4,Card,Delivered,Ahmedabad
1431,1077,2024-02-04,131,Electronics,757.54,1,Card,Delivered,Kolkata
1432,1409,2024-05-04,156,Sports,753.3,3,COD,Delivered,Bangalore
1433,1573,2024-11-16,184,Beauty,272.89,4,COD,Delivered,Pune
1434,1131,2024-02-11,90,Electronics,576.15,3,UPI,Delivered,Ahmedabad
1435,1600,2024-03-25,94,Electronics,895.36,2,Card,Delivered,Ahmedabad
1436,1748,2024-07-06,13,Home,480.45,4,COD,Delivered,Delhi
1437,1041,2024-04-20,66,Sports,945.67,1,Card,Returned,Ahmedabad
1438,1088,2024-09-27,37,Electronics,222.31,1,Card,Delivered,Pune
1439,1401,2024-11-20,177,Beauty,83.42,2,Card,Delivered,Pune
1440,1295,2024-04-14,66,Electronics,892.54,2,UPI,Delivered,Kolkata
1441,1839,2024-11-15,36,Fashion,849.2,2,Card,Cancelled,Bangalore
1442,1294,2024-02-10,182,Sports,992.66,2,UPI,Delivered,Kolkata
1443,1615,2024-08-02,26,Electronics,682.6,2,UPI,Cancelled,Pune
1444,1525,2024-03-11,75,Sports,937.32,4,COD,Delivered,Kolkata
1445,1799,2024-02-25,200,Electronics,828.68,4,UPI,Delivered,Chennai
1446,1690,2024-08-23,108,Beauty,845.98,3,UPI,Delivered,Mumbai
1447,1636,2024-10-07,168,Beauty,573.45,2,UPI,Delivered,Bangalore
1448,1421,2024-04-14,43,Sports,388.54,1,UPI,Delivered,Pune
1449,1864,2024-06-10,150,Books,935.21,1,COD,Delivered,Mumbai
1450,1022,2024-07-09,148,Home,437.8,2,Card,Delivered,Kolkata
1451,1574,2024-01-09,8,Home,543.43,2,UPI,Delivered,Mumbai
1452,1142,2024-02-29,29,Fashion,451.65,2,UPI,Delivered,Chennai
1453,1992,2024-10-31,40,Books,569.17,2,UPI,Delivered,Chennai
1454,1664,2024-08-12,158,Home,475.8,2,UPI,Delivered,Hyderabad
1455,1144,2024-11-02,128,Sports,57.49,1,Card,Delivered,Mumbai
1456,1224,2024-07-06,84,Home,883.23,3,UPI,Returned,Bangalore
1457,1502,2024-03-10,116,Fashion,449.95,2,Card,Delivered,Chennai
1458,1961,2024-10-19,183,Electronics,593.05,2,UPI,Delivered,Bangalore
1459,1973,2024-10-13,144,Home,147.8,2,UPI,Delivered,Mumbai
1460,1820,2024-06-17,174,Sports,13.35,4,UPI,Delivered,Chennai
1461,1615,2024-03-02,62,Sports,252.84,1,UPI,Delivered,Hyderabad
1462,1103,2024-12-14,7,Fashion,707.54,1,COD,Delivered,Mumbai
1463,1946,2024-01-14,45,Fashion,108.2,3,UPI,Delivered,Bangalore
1464,1038,2024-06-12,187,Beauty,909.8,4,UPI,Delivered,Ahmedabad
1465,1946,2024-09-01,184,Beauty,222.87,4,COD,Delivered,Hyderabad
1466,1197,2024-11-30,176,Beauty,212.55,4,Card,Delivered,Mumbai
1467,1645,2024-01-08,155,Electronics,189.69,3,UPI,Delivered,Chennai
1468,1578,2024-06-02,181,Sports,23.84,3,COD,Delivered,Pune
1469,1390,2024-02-05,88,Beauty,774.09,3,UPI,Delivered,Mumbai
1470,1178,2024-02-17,73,Sports,876.28,4,Card,Delivered,Delhi
1471,1967,2024-03-25,163,Fashion,618.02,1,UPI,Delivered,Bangalore
1472,1553,2024-01-28,179,Electronics,196.32,4,Card,Delivered,Chennai
1473,1447,2024-07-14,37,Fashion,292.43,3,Card,Delivered,Chennai
1474,1499,2024-07-26,119,Sports,481.17,4,UPI,Delivered,Delhi
1475,1014,2024-07-22,57,Books,954.8,2,Card,Delivered,Pune
1476,1622,2024-11-02,8,Books,254.88,4,Card,Cancelled,Hyderabad
1477,1668,2024-04-13,95,Beauty,734.33,4,Card,Delivered,Ahmedabad
1478,1288,2024-08-17,117,Books,445.05,1,COD,Delivered,Chennai
1479,1477,2024-04-10,110,Fashion,304.87,1,Card,Delivered,Kolkata
1480,1230,2024-01-29,20,Books,461.36,1,UPI,Returned,Hyderabad
1481,1922,2024-05-06,124,Home,80.49,2,Card,Delivered,Hyderabad
1482,1419,2024-12-03,53,Electronics,800.7,1,Card,Delivered,Hyderabad
1483,1156,2024-01-10,119,Sports,250.87,2,UPI,Cancelled,Pune
1484,1549,2024-04-15,12,Beauty,728.16,3,Card,Delivered,Mumbai
1485,1440,2024-06-15,177,Fashion,77.66,1,Card,Delivered,Delhi
1486,1096,2024-09-13,17,Electronics,955.55,4,COD,Delivered,Bangalore
1487,1996,2024-10-21,64,Beauty,201.08,4,Card,Delivered,Delhi
1488,1410,2024-10-03,42,Fashion,883.91,2,UPI,Delivered,Chennai
1489,1950,2024-03-05,94,Books,811.38,1,Card,Delivered,Delhi
1490,1288,2024-09-27,157,Sports,968.18,4,COD,Delivered,Bangalore
1491,1253,2024-07-06,147,Home,483.11,3,COD,Cancelled,Mumbai
1492,1195,2024-11-12,11,Home,730.12,1,COD,Delivered,Chennai
1493,1597,2024-05-17,98,Books,377.0,3,COD,Delivered,Mumbai
1494,1833,2024-12-08,178,Sports,192.52,4,UPI,Delivered,Chennai
1495,1521,2024-04-14,71,Electronics,448.65,1,Card,Delivered,Bangalore
1496,1516,2024-02-03,108,Sports,174.09,2,Card,Delivered,Mumbai
1497,1634,2024-04-19,58,Books,982.22,4,UPI,Delivered,Bangalore
1498,1841,2024-02-02,34,Fashion,105.28,3,UPI,Delivered,Bangalore
1499,1864,2024-12-19,20,Electronics,593.32,1,COD,Delivered,Pune
1500,1117,2024-08-18,50,Home,630.2,3,Card,Returned,Delhi
1501,1805,2024-11-12,102,Books,542.7,3,COD,Delivered,Chennai
1502,1908,2024-09-22,138,Fashion,665.56,2,COD,Delivered,Hyderabad
1503,1158,2024-06-30,160,Books,125.02,2,UPI,Delivered,Hyderabad
1504,1814,2024-12-05,52,Beauty,559.47,4,COD,Cancelled,Mumbai
1505,1227,2024-03-05,15,Beauty,294.34,2,UPI,Delivered,Bangalore
1506,1876,2024-11-28,84,Beauty,940.77,2,Card,Cancelled,Delhi
1507,1215,2024-01-01,131,Home,764.45,4,UPI,Delivered,Chennai
1508,1947,2024-05-12,37,Sports,972.79,4,UPI,Cancelled,Mumbai
1509,1695,2024-03-20,126,Electronics,47.18,4,COD,Delivered,Bangalore
1510,1014,2024-09-27,40,Home,292.28,4,UPI,Delivered,Pune
1511,1156,2024-08-28,72,Fashion,203.47,3,Card,Delivered,Hyderabad
1512,1647,2024-01-28,40,Fashion,21.04,3,UPI,Delivered,Hyderabad
1513,1260,2024-08-10,56,Beauty,249.9,4,UPI,Cancelled,Chennai
1514,1156,2024-01-23,151,Electronics,681.99,4,UPI,Delivered,Chennai
1515,1046,2024-04-18,104,Beauty,238.78,1,Card,Delivered,Chennai
1516,1323,2024-04-16,139,Fashion,513.91,1,UPI,Delivered,Mumbai
1517,1843,2024-05-24,110,Fashion,888.94,1,UPI,Delivered,Chennai
1518,1684,2024-12-19,192,Sports,696.82,2,Card,Delivered,Ahmedabad
1519,1129,2024-05-18,136,Sports,400.68,3,UPI,Delivered,Mumbai
1520,1410,2024-10-10,93,Sports,378.74,3,UPI,Cancelled,Delhi
1521,1094,2024-10-24,94,Beauty,461.18,1,COD,Cancelled,Bangalore
1522,1626,2024-04-08,56,Books,185.27,1,UPI,Delivered,Hyderabad
1523,1754,2024-11-12,60,Electronics,637.66,3,UPI,Delivered,Kolkata
1524,1931,2024-05-02,138,Sports,370.51,2,Card,Delivered,Kolkata
1525,1291,2024-11-15,39,Home,853.84,1,Card,Delivered,Mumbai
1526,1793,2024-10-13,28,Sports,758.99,4,Card,Delivered,Bangalore
1527,1810,2024-03-21,49,Beauty,614.41,1,COD,Delivered,Pune
1528,1282,2024-01-10,164,Electronics,370.56,3,UPI,Delivered,Chennai
1529,1068,2024-01-08,125,Sports,217.83,3,COD,Delivered,Hyderabad
1530,1659,2024-07-23,13,Electronics,778.39,1,COD,Delivered,Pune
1531,1010,2024-11-10,36,Home,491.55,1,COD,Delivered,Ahmedabad
1532,1253,2024-07-15,101,Fashion,232.5,4,UPI,Delivered,Mumbai
1533,1841,2024-07-16,26,Electronics,203.22,4,COD,Delivered,Chennai
1534,1871,2024-01-30,86,Books,173.75,2,UPI,Delivered,Ahmedabad
1535,1549,2024-01-20,4,Sports,779.39,2,Card,Delivered,Bangalore
1536,1133,2024-02-17,82,Beauty,236.7,4,UPI,Delivered,Ahmedabad
1537,1711,2024-05-09,192,Books,531.38,2,COD,Delivered,Delhi
1538,1022,2024-10-19,166,Books,457.03,2,Card,Delivered,Bangalore
1539,1814,2024-05-11,127,Beauty,583.81,1,UPI,Delivered,Mumbai
1540,1345,2024-12-21,88,Beauty,878.38,4,COD,Delivered,Delhi
1541,1301,2024-02-23,127,Beauty,869.07,1,Card,Delivered,Delhi
1542,1362,2024-10-07,120,Books,456.57,1,Card,Delivered,Chennai
1543,1395,2024-09-21,22,Electronics,25.21,2,UPI,Delivered,Bangalore
1544,1217,2024-08-02,130,Beauty,432.18,1,COD,Delivered,Mumbai
1545,1140,2024-10-16,31,Fashion,610.13,3,Card,Delivered,Pune
1546,1615,2024-02-12,119,Books,562.19,2,UPI,Delivered,Pune
1547,1957,2024-03-14,11,Books,654.82,3,Card,Delivered,Delhi
1548,1209,2024-12-15,46,Books,162.53,2,Card,Delivered,Chennai
1549,1984,2024-10-04,96,Home,650.07,1,Card,Delivered,Ahmedabad
1550,1992,2024-11-21,190,Electronics,190.83,2,UPI,Delivered,Pune
1551,1622,2024-08-29,197,Electronics,753.02,3,UPI,Delivered,Delhi
1552,1615,2024-05-09,192,Beauty,345.7,2,Card,Delivered,Kolkata
1553,1827,2024-12-15,10,Books,712.8,3,COD,Delivered,Ahmedabad
1554,1682,2024-07-12,168,Books,57.39,4,Card,Delivered,Bangalore
1555,1459,2024-02-01,128,Beauty,413.78,1,UPI,Delivered,Pune
1556,1355,2024-04-15,152,Electronics,707.98,3,UPI,Delivered,Hyderabad
1557,1323,2024-07-22,99,Beauty,234.6,4,Card,Delivered,Kolkata
1558,1132,2024-01-01,172,Beauty,797.33,1,COD,Delivered,Mumbai
1559,1887,2024-09-01,112,Beauty,634.47,4,UPI,Delivered,Kolkata
1560,1804,2024-03-12,60,Beauty,591.69,3,Card,Delivered,Hyderabad
1561,1839,2024-11-01,190,Beauty,360.01,1,UPI,Delivered,Bangalore
1562,1126,2024-01-15,87,Sports,487.63,4,UPI,Delivered,Ahmedabad
1563,1105,2024-02-22,145,Sports,601.38,3,UPI,Delivered,Hyderabad
1564,1603,2024-01-08,65,Books,477.74,4,COD,Returned,Bangalore
1565,1798,2024-11-25,57,Books,701.33,1,COD,Delivered,Bangalore
1566,1377,2024-02-15,183,Sports,439.36,1,UPI,Delivered,Chennai
1567,1904,2024-11-20,106,Electronics,210.25,1,Card,Delivered,Kolkata
1568,1050,2024-04-23,181,Home,221.79,3,UPI,Delivered,Hyderabad
1569,1028,2024-05-26,184,Electronics,15.75,4,Card,Delivered,Delhi
1570,1461,2024-06-14,9,Books,307.95,4,Card,Delivered,Bangalore
1571,1295,2024-05-18,22,Sports,751.43,3,UPI,Delivered,Kolkata
1572,1296,2024-04-26,141,Electronics,796.22,1,UPI,Delivered,Hyderabad
1573,1725,2024-10-25,89,Home,210.44,2,COD,Delivered,Delhi
1574,1778,2024-10-02,176,Beauty,959.45,1,Card,Delivered,Mumbai
1575,1406,2024-10-03,18,Fashion,507.38,2,UPI,Delivered,Delhi
1576,1768,2024-12-03,115,Sports,917.81,1,Card,Delivered,Hyderabad
1577,1813,2024-11-08,168,Sports,709.7,3,COD,Delivered,Ahmedabad
1578,1612,2024-06-26,145,Home,725.21,2,Card,Delivered,Ahmedabad
1579,1404,2024-11-25,143,Beauty,94.19,3,UPI,Delivered,Hyderabad
1580,1345,2024-12-19,106,Beauty,227.79,2,Card,Cancelled,Delhi
1581,1621,2024-06-02,15,Fashion,18.73,4,Card,Delivered,Delhi
1582,1419,2024-07-19,63,Beauty,718.97,2,Card,Delivered,Pune
1583,1181,2024-04-24,167,Home,350.99,2,COD,Delivered,Bangalore
1584,1982,2024-06-07,13,Books,788.79,2,UPI,Delivered,Hyderabad
1585,1824,2024-02-11,81,Beauty,345.55,4,Card,Delivered,Bangalore
1586,1000,2024-09-03,32,Books,821.14,3,UPI,Delivered,Bangalore
1587,1830,2024-03-08,137,Books,139.39,4,UPI,Delivered,Kolkata
1588,1949,2024-11-21,40,Home,181.64,2,Card,Delivered,Mumbai
1589,1566,2024-11-29,148,Sports,347.47,1,COD,Delivered,Kolkata
1590,1370,2024-07-14,82,Sports,414.4,4,UPI,Delivered,Hyderabad
1591,1935,2024-03-30,77,Sports,355.22,1,COD,Returned,Bangalore
1592,1910,2024-04-20,191,Electronics,766.01,4,UPI,Delivered,Ahmedabad
1593,1660,2024-12-24,76,Sports,105.98,4,UPI,Delivered,Mumbai
1594,1430,2024-05-24,172,Home,357.7,2,UPI,Delivered,Pune
1595,1968,2024-10-01,38,Fashion,838.87,3,Card,Delivered,Ahmedabad
1596,1308,2024-06-27,188,Beauty,76.13,3,Card,Returned,Bangalore
1597,1136,2024-08-28,71,Sports,942.92,2,UPI,Delivered,Ahmedabad
1598,1201,2024-11-21,48,Electronics,986.45,4,UPI,Delivered,Bangalore
1599,1435,2024-11-14,18,Books,97.68,3,Card,Delivered,Pune
1600,1312,2024-11-26,144,Electronics,298.36,3,Card,Delivered,Hyderabad
1601,1116,2024-06-01,183,Home,378.68,3,UPI,Delivered,Kolkata
1602,1665,2024-04-13,39,Fashion,778.63,2,COD,Cancelled,Ahmedabad
1603,1936,2024-03-15,196,Sports,599.97,1,Card,Delivered,Delhi
1604,1802,2024-05-07,187,Sports,647.92,1,UPI,Delivered,Pune
1605,1574,2024-07-17,89,Electronics,759.93,1,UPI,Delivered,Delhi
1606,1243,2024-06-02,62,Home,126.8,1,Card,Cancelled,Hyderabad
1607,1536,2024-02-25,141,Electronics,834.88,1,UPI,Delivered,Ahmedabad
1608,1601,2024-10-04,109,Electronics,708.56,3,Card,Delivered,Kolkata
1609,1074,2024-12-10,81,Fashion,581.57,3,UPI,Delivered,Delhi
1610,1805,2024-01-19,134,Home,890.84,4,Card,Delivered,Kolkata
1611,1385,2024-06-07,77,Fashion,703.3,3,UPI,Delivered,Ahmedabad
1612,1902,2024-01-26,188,Home,209.68,2,COD,Delivered,Chennai
1613,1209,2024-06-17,90,Sports,435.45,4,COD,Returned,Delhi
1614,1474,2024-01-23,14,Beauty,499.1,3,COD,Delivered,Kolkata
1615,1417,2024-02-16,95,Books,64.67,4,UPI,Delivered,Pune
1616,1346,2024-01-13,54,Beauty,955.09,4,COD,Delivered,Bangalore
1617,1528,2024-08-04,132,Home,137.29,1,Card,Delivered,Bangalore
1618,1639,2024-11-17,39,Beauty,700.49,4,Card,Delivered,Mumbai
1619,1938,2024-07-12,72,Electronics,511.17,3,UPI,Returned,Ahmedabad
1620,1954,2024-05-23,25,Sports,35.38,1,Card,Delivered,Pune
1621,1875,2024-03-13,77,Books,925.5,3,COD,Delivered,Ahmedabad
1622,1762,2024-06-04,160,Books,853.32,1,UPI,Delivered,Kolkata
1623,1178,2024-03-17,187,Books,529.02,3,UPI,Cancelled,Hyderabad
1624,1181,2024-06-17,191,Sports,236.65,1,UPI,Delivered,Mumbai
1625,1663,2024-10-13,166,Beauty,130.41,1,UPI,Delivered,Ahmedabad
1626,1024,2024-03-25,120,Books,369.76,2,Card,Delivered,Bangalore
1627,1966,2024-06-30,53,Books,262.87,3,COD,Delivered,Bangalore
1628,1179,2024-11-10,195,Home,511.62,4,UPI,Delivered,Mumbai
1629,1709,2024-10-23,156,Electronics,966.75,1,Card,Delivered,Pune
1630,1500,2024-04-21,131,Home,579.2,3,UPI,Delivered,Chennai
1631,1855,2024-08-17,150,Beauty,891.03,1,UPI,Cancelled,Delhi
1632,1160,2024-04-05,96,Sports,654.37,2,Card,Delivered,Kolkata
1633,1176,2024-06-16,166,Sports,480.49,2,UPI,Delivered,Ahmedabad
1634,1284,2024-06-04,200,Home,856.06,2,Card,Returned,Kolkata
1635,1062,2024-04-14,72,Fashion,476.65,2,UPI,Delivered,Chennai
1636,1661,2024-07-11,62,Home,869.94,4,Card,Delivered,Chennai
1637,1665,2024-11-25,185,Fashion,298.66,4,UPI,Delivered,Ahmedabad
1638,1155,2024-05-11,6,Home,137.52,1,COD,Delivered,Chennai
1639,1881,2024-12-20,32,Fashion,856.76,3,COD,Delivered,Kolkata
1640,1468,2024-05-17,99,Fashion,591.54,2,UPI,Delivered,Ahmedabad
1641,1048,2024-11-26,138,Books,890.2,2,UPI,Delivered,Pune
1642,1966,2024-09-26,131,Books,938.45,4,UPI,Delivered,Chennai
1643,1848,2024-02-07,187,Fashion,63.09,4,Card,Delivered,Delhi
1644,1083,2024-02-14,76,Fashion,505.96,2,UPI,Delivered,Hyderabad
1645,1360,2024-06-11,177,Electronics,381.21,3,Card,Delivered,Mumbai
1646,1688,2024-11-26,59,Fashion,629.6,1,UPI,Delivered,Ahmedabad
1647,1147,2024-09-09,31,Books,795.66,1,UPI,Delivered,Chennai
1648,1629,2024-06-17,93,Fashion,287.78,1,UPI,Delivered,Chennai
1649,1341,2024-10-11,69,Sports,561.23,1,UPI,Delivered,Mumbai
1650,1475,2024-09-30,190,Electronics,711.64,3,Card,Delivered,Ahmedabad
1651,1062,2024-01-20,52,Fashion,143.09,3,UPI,Cancelled,Ahmedabad
1652,1700,2024-08-26,89,Books,815.93,3,COD,Delivered,Kolkata
1653,1359,2024-09-26,127,Books,610.05,4,Card,Delivered,Kolkata
1654,1560,2024-11-05,169,Beauty,950.04,2,UPI,Cancelled,Ahmedabad
1655,1326,2024-01-31,31,Books,346.13,3,UPI,Cancelled,Ahmedabad
1656,1768,2024-11-09,84,Electronics,117.06,1,UPI,Delivered,Mumbai
1657,1735,2024-04-13,127,Books,511.44,3,Card,Delivered,Kolkata
1658,1140,2024-06-18,150,Sports,94.95,2,UPI,Cancelled,Kolkata
1659,1989,2024-07-04,132,Home,969.83,4,UPI,Delivered,Hyderabad
1660,1214,2024-05-07,13,Sports,48.3,1,UPI,Delivered,Bangalore
1661,1434,2024-07-28,45,Sports,755.97,4,UPI,Delivered,Hyderabad
1662,1890,2024-10-07,127,Electronics,529.85,3,COD,Delivered,Bangalore
1663,1951,2024-09-09,170,Electronics,374.93,1,COD,Delivered,Pune
1664,1722,2024-01-19,114,Beauty,75.18,1,UPI,Delivered,Delhi
1665,1317,2024-07-18,177,Books,625.95,3,Card,Delivered,Kolkata
1666,1031,2024-08-07,20,Beauty,589.37,3,COD,Delivered,Hyderabad
1667,1669,2024-05-15,81,Electronics,288.07,2,UPI,Delivered,Delhi
1668,1284,2024-08-10,182,Books,911.12,3,Card,Cancelled,Mumbai
1669,1304,2024-01-03,164,Electronics,311.07,3,UPI,Delivered,Hyderabad
1670,1428,2024-08-23,129,Electronics,455.23,3,Card,Delivered,Pune
1671,1476,2024-12-07,143,Home,548.32,1,Card,Delivered,Mumbai
1672,1285,2024-08-15,17,Sports,109.23,2,COD,Delivered,Pune
1673,1143,2024-05-21,152,Beauty,932.84,1,UPI,Delivered,Pune
1674,1423,2024-01-09,58,Beauty,380.79,3,Card,Delivered,Chennai
1675,1018,2024-07-08,72,Fashion,89.97,2,UPI,Delivered,Mumbai
1676,1017,2024-12-15,109,Home,393.42,3,UPI,Delivered,Kolkata
1677,1768,2024-06-13,23,Electronics,604.2,1,COD,Cancelled,Pune
1678,1589,2024-05-18,174,Electronics,518.52,1,Card,Delivered,Chennai
1679,1370,2024-10-02,72,Home,697.6,3,UPI,Delivered,Bangalore
1680,1174,2024-10-17,8,Books,64.93,2,Card,Delivered,Chennai
1681,1193,2024-02-22,59,Beauty,291.7,1,UPI,Delivered,Kolkata
1682,1501,2024-06-23,111,Electronics,821.04,3,UPI,Delivered,Bangalore
1683,1987,2024-04-19,187,Fashion,89.09,4,Card,Delivered,Chennai
1684,1112,2024-07-21,13,Beauty,856.93,3,Card,Delivered,Chennai
1685,1113,2024-05-15,167,Sports,100.98,3,UPI,Cancelled,Delhi
1686,1221,2024-01-04,156,Home,836.11,2,Card,Delivered,Delhi
1687,1677,2024-06-03,189,Beauty,367.18,3,UPI,Delivered,Kolkata
1688,1946,2024-06-20,16,Sports,616.09,4,UPI,Returned,Mumbai
1689,1830,2024-12-23,119,Fashion,161.36,3,UPI,Delivered,Pune
1690,1643,2024-02-16,2,Books,75.51,4,COD,Delivered,Kolkata
1691,1896,2024-04-03,145,Home,223.78,1,COD,Delivered,Delhi
1692,1263,2024-02-17,30,Books,136.58,3,UPI,Delivered,Bangalore
1693,1924,2024-08-27,103,Electronics,319.28,2,UPI,Delivered,Delhi
1694,1054,2024-12-12,13,Books,519.24,3,Card,Delivered,Mumbai
1695,1870,2024-07-31,96,Electronics,592.87,4,Card,Delivered,Ahmedabad
1696,1642,2024-12-05,94,Sports,791.97,4,UPI,Delivered,Hyderabad
1697,1799,2024-11-19,82,Beauty,659.68,2,UPI,Delivered,Bangalore
1698,1777,2024-05-18,13,Fashion,612.67,4,COD,Returned,Hyderabad
1699,1457,2024-07-23,171,Sports,417.66,3,Card,Delivered,Ahmedabad
1700,1978,2024-03-13,94,Fashion,479.07,4,UPI,Delivered,Bangalore
1701,1877,2024-01-04,149,Books,420.38,3,Card,Delivered,Ahmedabad
1702,1161,2024-03-16,112,Fashion,843.74,3,UPI,Delivered,Pune
1703,1379,2024-11-24,55,Books,237.7,4,UPI,Delivered,Pune
1704,1992,2024-03-17,81,Fashion,15.66,2,COD,Delivered,Pune
1705,1086,2024-10-30,168,Home,654.81,1,UPI,Delivered,Mumbai
1706,1054,2024-09-12,116,Sports,210.44,2,UPI,Delivered,Delhi
1707,1475,2024-04-11,143,Home,891.21,1,Card,Returned,Hyderabad
1708,1799,2024-04-15,180,Beauty,860.46,2,COD,Delivered,Hyderabad
1709,1177,2024-11-28,108,Beauty,85.96,3,Card,Delivered,Delhi
1710,1390,2024-02-08,53,Electronics,115.32,3,UPI,Delivered,Mumbai
1711,1348,2024-11-09,128,Electronics,500.22,4,Card,Delivered,Delhi
1712,1007,2024-10-01,180,Electronics,613.13,1,Card,Delivered,Chennai
1713,1832,2024-03-28,158,Beauty,282.16,1,UPI,Delivered,Chennai
1714,1312,2024-07-29,161,Fashion,719.63,4,Card,Delivered,Pune
1715,1758,2024-03-17,57,Books,598.97,2,UPI,Delivered,Chennai
1716,1834,2024-03-17,52,Fashion,331.58,4,COD,Returned,Hyderabad
1717,1983,2024-01-28,137,Sports,35.12,2,Card,Delivered,Pune
1718,1982,2024-09-01,182,Beauty,752.65,4,UPI,Returned,Hyderabad
1719,1442,2024-03-06,111,Books,222.61,1,Card,Delivered,Mumbai
1720,1766,2024-09-22,1,Books,836.13,1,UPI,Delivered,Bangalore
1721,1327,2024-07-23,44,Books,426.09,2,Card,Delivered,Delhi
1722,1053,2024-02-27,75,Electronics,581.31,1,UPI,Delivered,Kolkata
1723,1760,2024-07-19,98,Books,874.22,1,UPI,Delivered,Kolkata
1724,1238,2024-08-12,9,Books,864.99,1,Card,Delivered,Kolkata
1725,1228,2024-05-21,32,Beauty,377.8,1,COD,Delivered,Bangalore
1726,1578,2024-03-24,15,Fashion,216.8,3,UPI,Delivered,Hyderabad
1727,1050,2024-05-22,140,Fashion,777.39,4,Card,Delivered,Delhi
1728,1608,2024-12-17,185,Home,438.75,4,Card,Delivered,Hyderabad
1729,1603,2024-02-02,136,Home,200.12,3,UPI,Delivered,Mumbai
1730,1263,2024-05-31,72,Sports,905.38,1,UPI,Delivered,Pune
1731,1417,2024-06-06,155,Beauty,206.12,4,Card,Delivered,Delhi
1732,1802,2024-05-20,190,Home,35.55,4,UPI,Delivered,Hyderabad
1733,1095,2024-09-07,12,Home,30.08,4,COD,Delivered,Chennai
1734,1087,2024-10-29,65,Beauty,626.09,2,Card,Delivered,Kolkata
1735,1077,2024-04-21,107,Fashion,665.06,3,COD,Delivered,Chennai
1736,1287,2024-05-23,42,Sports,317.93,2,UPI,Delivered,Ahmedabad
1737,1119,2024-07-27,190,Sports,326.81,2,COD,Delivered,Hyderabad
1738,1813,2024-08-11,115,Sports,346.1,3,UPI,Cancelled,Ahmedabad
1739,1490,2024-02-12,139,Home,683.36,4,Card,Delivered,Bangalore
1740,1911,2024-09-20,103,Fashion,67.55,2,UPI,Delivered,Pune
1741,1451,2024-08-31,171,Sports,929.83,4,UPI,Delivered,Mumbai
1742,1499,2024-01-03,95,Beauty,230.3,2,UPI,Delivered,Mumbai
1743,1164,2024-05-04,17,Sports,999.68,4,UPI,Delivered,Kolkata
1744,1181,2024-09-24,160,Electronics,179.81,1,Card,Delivered,Hyderabad
1745,1468,2024-03-24,85,Fashion,773.83,1,Card,Delivered,Mumbai
1746,1909,2024-01-16,168,Electronics,231.18,1,Card,Delivered,Delhi
1747,1734,2024-11-29,151,Fashion,90.04,3,UPI,Delivered,Mumbai
1748,1822,2024-02-28,56,Books,876.18,1,UPI,Delivered,Ahmedabad
1749,1943,2024-06-25,134,Beauty,860.16,2,COD,Delivered,Chennai
1750,1977,2024-03-03,86,Books,409.53,4,Card,Delivered,Hyderabad
1751,1006,2024-02-18,178,Home,705.37,4,UPI,Delivered,Delhi
1752,1329,2024-11-02,102,Home,561.5,4,Card,Delivered,Kolkata
1753,1774,2024-09-02,165,Books,854.43,4,COD,Returned,Ahmedabad
1754,1672,2024-10-15,192,Fashion,321.91,2,COD,Delivered,Ahmedabad
1755,1150,2024-10-12,54,Sports,528.44,4,UPI,Delivered,Mumbai
1756,1084,2024-11-27,200,Electronics,490.52,2,COD,Delivered,Kolkata
1757,1146,2024-01-15,177,Beauty,360.37,2,UPI,Delivered,Ahmedabad
