Booking_ID,Hotel_Type,Booking_Date,Checkin_Date,Checkout_Date,Lead_Time,Country,Adults,Children,Room_Type,Average_Daily_Rate,Booking_Channel,Cancellation_Status,year,month,month_name,month_year,Stay_Duration,Revenue,is_canceled
BKG100392,City Hotel,2023-02-08,2023-06-25,2023-07-04,137,Germany,1,0.0,Family,120.92,Direct,Check-Out,2023,2,Feb,2023-02,9,1088.28,0
BKG100393,Resort Hotel,2022-08-15,2023-01-19,2023-01-24,157,Singapore,2,0.0,Family,112.59,Online Travel Agent,Check-Out,2022,8,Aug,2022-08,5,562.95,0
BKG100394,City Hotel,2022-03-10,2022-05-13,2022-05-15,64,UAE,2,2.0,Deluxe,201.29,Direct,Check-Out,2022,3,Mar,2022-03,2,402.58,0
BKG100395,City Hotel,2023-09-27,2023-10-14,2023-10-18,17,Brazil,3,1.0,Deluxe,190.69,Corporate,Canceled,2023,9,Sep,2023-09,4,762.76,1
BKG100396,City Hotel,2023-03-15,2023-04-27,2023-04-28,43,France,3,0.0,Suite,287.84,Direct,Check-Out,2023,3,Mar,2023-03,1,287.84,0
BKG100397,City Hotel,2022-12-06,2023-04-07,2023-04-15,122,Singapore,4,0.0,Family,284.68,Direct,Check-Out,2022,12,Dec,2022-12,8,2277.44,0
BKG100398,Resort Hotel,2022-03-25,2022-06-04,2022-06-07,71,USA,2,0.0,Standard,272.73,Online Travel Agent,Canceled,2022,3,Mar,2022-03,3,818.19,1
BKG100399,City Hotel,2023-08-16,2023-11-27,2023-12-07,103,UK,2,0.0,Suite,219.96,Offline Agent,Check-Out,2023,8,Aug,2023-08,10,2199.6,0
BKG100400,Resort Hotel,2024-03-01,2024-07-29,2024-08-03,150,Australia,2,1.0,Suite,205.33,Online Travel Agent,Check-Out,2024,3,Mar,2024-03,5,1026.65,0
BKG100401,Resort Hotel,2024-05-18,2024-10-22,2024-10-25,157,Australia,2,1.0,Suite,106.17,Online Travel Agent,Check-Out,2024,5,May,2024-05,3,318.51,0
BKG100402,Resort Hotel,2023-05-15,2023-07-13,2023-07-15,59,Singapore,3,0.0,Suite,127.87,Offline Agent,Check-Out,2023,5,May,2023-05,2,255.74,0
BKG100403,City Hotel,2023-04-11,2023-04-22,2023-04-23,11,France,3,0.0,Deluxe,264.08,Offline Agent,Check-Out,2023,4,Apr,2023-04,1,264.08,0
BKG100404,Resort Hotel,2023-01-10,2023-06-09,2023-06-11,150,Singapore,3,1.0,Family,342.08,Corporate,Canceled,2023,1,Jan,2023-01,2,684.16,1
BKG100405,City Hotel,2022-12-20,2023-04-23,2023-05-01,124,UK,1,2.0,Deluxe,315.79,Online Travel Agent,Check-Out,2022,12,Dec,2022-12,8,2526.32,0
BKG100406,Resort Hotel,2022-10-15,2022-12-08,2022-12-11,54,Germany,2,0.0,Family,165.04,Corporate,Canceled,2022,10,Oct,2022-10,3,495.12,1
BKG100407,City Hotel,2023-05-09,2023-10-28,2023-11-05,172,India,4,0.0,Deluxe,231.33,Online Travel Agent,Check-Out,2023,5,May,2023-05,8,1850.64,0
BKG100408,Resort Hotel,2023-08-30,2023-10-10,2023-10-13,41,France,1,2.0,Family,102.59,Offline Agent,Check-Out,2023,8,Aug,2023-08,3,307.77,0
BKG100409,City Hotel,2023-08-01,2024-01-11,2024-01-12,163,Canada,3,0.0,Deluxe,122.81,Direct,Canceled,2023,8,Aug,2023-08,1,122.81,1
BKG100410,City Hotel,2023-09-08,2023-10-14,2023-10-24,36,UK,2,2.0,Suite,251.3,Online Travel Agent,Check-Out,2023,9,Sep,2023-09,10,2513.0,0
BKG100411,Resort Hotel,2022-03-12,2022-05-09,2022-05-16,58,Singapore,4,0.0,Family,91.49,Direct,Check-Out,2022,3,Mar,2022-03,7,640.43,0
BKG100412,Resort Hotel,2022-07-01,2022-10-30,2022-11-09,121,USA,1,2.0,Family,205.97,Direct,Canceled,2022,7,Jul,2022-07,10,2059.7,1
BKG100413,City Hotel,2023-07-07,2023-07-07,2023-07-14,0,Germany,4,0.0,Family,313.7,Offline Agent,Check-Out,2023,7,Jul,2023-07,7,2195.9,0
BKG100414,City Hotel,2024-04-03,2024-09-28,2024-10-08,178,Australia,1,1.0,Standard,98.83,Corporate,Check-Out,2024,4,Apr,2024-04,10,988.3,0
BKG100415,Resort Hotel,2023-07-11,2023-10-23,2023-10-28,104,Brazil,2,0.0,Standard,265.65,Online Travel Agent,Check-Out,2023,7,Jul,2023-07,5,1328.25,0
BKG100416,City Hotel,2022-07-30,2023-01-22,2023-01-28,176,Australia,4,0.0,Suite,90.91,Corporate,Canceled,2022,7,Jul,2022-07,6,545.46,1
BKG100417,City Hotel,2023-03-10,2023-08-01,2023-08-07,144,Singapore,3,1.0,Family,278.94,Direct,Check-Out,2023,3,Mar,2023-03,6,1673.6399999999999,0
BKG100418,City Hotel,2023-07-23,2023-11-23,2023-11-28,123,UK,3,2.0,Standard,159.86,Online Travel Agent,Check-Out,2023,7,Jul,2023-07,5,799.3000000000001,0
BKG100419,City Hotel,2023-12-18,2024-01-28,2024-01-30,41,Singapore,2,0.0,Standard,176.16,Direct,Check-Out,2023,12,Dec,2023-12,2,352.32,0
BKG100420,City Hotel,2023-10-14,2023-10-15,2023-10-17,1,USA,2,0.0,Standard,328.5,Corporate,Check-Out,2023,10,Oct,2023-10,2,657.0,0
BKG100421,City Hotel,2022-03-23,2022-08-25,2022-08-26,155,Brazil,4,1.0,Standard,238.05,Direct,Check-Out,2022,3,Mar,2022-03,1,238.05,0
BKG100422,Resort Hotel,2023-03-26,2023-03-28,2023-04-01,2,Brazil,3,0.0,Deluxe,69.75,Online Travel Agent,Check-Out,2023,3,Mar,2023-03,4,279.0,0
BKG100423,City Hotel,2023-11-02,2023-11-02,2023-11-05,0,Australia,1,0.0,Family,286.11,Direct,Check-Out,2023,11,Nov,2023-11,3,858.33,0
BKG100424,City Hotel,2024-01-25,2024-07-23,2024-07-25,180,UAE,1,2.0,Suite,142.5,Direct,Check-Out,2024,1,Jan,2024-01,2,285.0,0
BKG100425,Resort Hotel,2022-07-19,2022-11-12,2022-11-19,116,Singapore,1,0.0,Standard,110.76,Corporate,Check-Out,2022,7,Jul,2022-07,7,775.32,0
BKG100426,City Hotel,2022-04-30,2022-09-08,2022-09-13,131,Germany,3,1.0,Suite,340.16,Offline Agent,Check-Out,2022,4,Apr,2022-04,5,1700.8000000000002,0
BKG100427,Resort Hotel,2023-08-24,2023-08-31,2023-09-08,7,Germany,1,0.0,Suite,79.59,Offline Agent,No-Show,2023,8,Aug,2023-08,8,636.72,0
BKG100428,City Hotel,2023-06-13,2023-10-28,2023-10-29,137,UAE,3,0.0,Standard,143.31,Direct,Check-Out,2023,6,Jun,2023-06,1,143.31,0
BKG100429,Resort Hotel,2022-12-29,2023-02-22,2023-03-04,55,Canada,3,0.0,Deluxe,334.66,Direct,Canceled,2022,12,Dec,2022-12,10,3346.6000000000004,1
BKG100430,City Hotel,2024-06-12,2024-08-18,2024-08-22,67,UK,2,0.0,Standard,302.13,Online Travel Agent,Canceled,2024,6,Jun,2024-06,4,1208.52,1
BKG100431,City Hotel,2023-11-24,2024-05-11,2024-05-19,169,UAE,1,2.0,Suite,337.82,Offline Agent,Canceled,2023,11,Nov,2023-11,8,2702.56,1
BKG100432,Resort Hotel,2023-08-12,2023-10-21,2023-10-29,70,Brazil,2,2.0,Deluxe,141.28,Online Travel Agent,Check-Out,2023,8,Aug,2023-08,8,1130.24,0
BKG100433,Resort Hotel,2023-03-10,2023-07-10,2023-07-19,122,Canada,1,2.0,Standard,160.71,Offline Agent,Check-Out,2023,3,Mar,2023-03,9,1446.39,0
BKG100434,City Hotel,2022-01-09,2022-01-12,2022-01-16,3,Brazil,4,2.0,Suite,89.22,Direct,Check-Out,2022,1,Jan,2022-01,4,356.88,0
BKG100435,City Hotel,2022-08-31,2022-11-07,2022-11-15,68,Germany,3,0.0,Family,113.33,Corporate,Check-Out,2022,8,Aug,2022-08,8,906.64,0
BKG100436,Resort Hotel,2023-02-15,2023-04-27,2023-05-05,71,USA,2,2.0,Suite,98.03,Direct,Check-Out,2023,2,Feb,2023-02,8,784.24,0
BKG100437,Resort Hotel,2024-05-26,2024-08-31,2024-09-04,97,UK,2,0.0,Family,197.17,Offline Agent,Check-Out,2024,5,May,2024-05,4,788.68,0
BKG100438,Resort Hotel,2024-05-19,2024-10-27,2024-11-05,161,Australia,3,1.0,Standard,147.01,Direct,Check-Out,2024,5,May,2024-05,9,1323.09,0
BKG100439,City Hotel,2024-04-13,2024-06-17,2024-06-25,65,UAE,1,0.0,Family,275.93,Corporate,Check-Out,2024,4,Apr,2024-04,8,2207.44,0
BKG100440,Resort Hotel,2023-02-26,2023-03-29,2023-04-04,31,France,2,2.0,Suite,227.01,Corporate,Check-Out,2023,2,Feb,2023-02,6,1362.06,0
BKG100441,Resort Hotel,2023-05-15,2023-09-06,2023-09-08,114,UK,4,2.0,Suite,143.09,Offline Agent,Check-Out,2023,5,May,2023-05,2,286.18,0
BKG100442,City Hotel,2023-08-09,2023-11-20,2023-11-22,103,UAE,1,0.0,Family,159.65,Corporate,Check-Out,2023,8,Aug,2023-08,2,319.3,0
BKG100443,City Hotel,2023-02-09,2023-04-19,2023-04-27,69,Australia,3,2.0,Deluxe,211.07,Direct,Canceled,2023,2,Feb,2023-02,8,1688.56,1
BKG100444,Resort Hotel,2022-05-09,2022-07-08,2022-07-13,60,USA,1,0.0,Standard,108.4,Offline Agent,Check-Out,2022,5,May,2022-05,5,542.0,0
BKG100445,Resort Hotel,2022-01-27,2022-05-08,2022-05-17,101,Australia,1,0.0,Family,136.11,Online Travel Agent,Check-Out,2022,1,Jan,2022-01,9,1224.9900000000002,0
BKG100446,Resort Hotel,2024-01-26,2024-04-07,2024-04-15,72,India,2,0.0,Standard,212.76,Corporate,Canceled,2024,1,Jan,2024-01,8,1702.08,1
BKG100447,Resort Hotel,2022-11-30,2023-03-31,2023-04-08,121,Brazil,3,2.0,Family,189.01,Online Travel Agent,Check-Out,2022,11,Nov,2022-11,8,1512.08,0
BKG100448,Resort Hotel,2023-10-17,2024-03-01,2024-03-06,136,Canada,3,1.0,Suite,216.5,Corporate,Check-Out,2023,10,Oct,2023-10,5,1082.5,0
BKG100449,Resort Hotel,2022-06-09,2022-08-25,2022-08-26,77,UAE,1,2.0,Family,296.46,Offline Agent,Check-Out,2022,6,Jun,2022-06,1,296.46,0
BKG100450,City Hotel,2023-12-06,2024-04-09,2024-04-17,125,Brazil,3,0.0,Family,282.1,Online Travel Agent,Check-Out,2023,12,Dec,2023-12,8,2256.8,0
BKG100451,City Hotel,2022-07-13,2022-10-26,2022-11-04,105,Australia,4,1.0,Deluxe,132.47,Corporate,Check-Out,2022,7,Jul,2022-07,9,1192.23,0
BKG100452,City Hotel,2023-10-03,2023-12-03,2023-12-12,61,Australia,3,0.0,Deluxe,248.05,Online Travel Agent,Check-Out,2023,10,Oct,2023-10,9,2232.4500000000003,0
BKG100453,City Hotel,2022-10-24,2022-11-21,2022-11-29,28,Germany,4,0.0,Suite,263.14,Online Travel Agent,Check-Out,2022,10,Oct,2022-10,8,2105.12,0
BKG100454,City Hotel,2023-07-02,2023-07-07,2023-07-10,5,India,1,0.0,Deluxe,138.07,Online Travel Agent,Check-Out,2023,7,Jul,2023-07,3,414.21,0
BKG100455,City Hotel,2023-05-21,2023-07-15,2023-07-21,55,UAE,4,0.0,Family,287.86,Online Travel Agent,Check-Out,2023,5,May,2023-05,6,1727.16,0
BKG100456,City Hotel,2024-05-13,2024-06-19,2024-06-20,37,UK,3,1.0,Deluxe,80.7,Corporate,Canceled,2024,5,May,2024-05,1,80.7,1
BKG100457,City Hotel,2024-04-28,2024-05-01,2024-05-03,3,Germany,2,1.0,Standard,283.66,Direct,Check-Out,2024,4,Apr,2024-04,2,567.32,0
BKG100458,City Hotel,2024-02-29,2024-03-24,2024-04-02,24,UAE,2,1.0,Deluxe,172.85,Online Travel Agent,Canceled,2024,2,Feb,2024-02,9,1555.6499999999999,1
BKG100459,Resort Hotel,2023-07-17,2023-11-27,2023-11-29,133,UAE,3,1.0,Standard,245.17,Direct,No-Show,2023,7,Jul,2023-07,2,490.34,0
BKG100460,City Hotel,2022-08-30,2023-02-08,2023-02-15,162,Brazil,3,0.0,Standard,108.53,Offline Agent,Canceled,2022,8,Aug,2022-08,7,759.71,1
BKG100461,Resort Hotel,2022-01-10,2022-01-20,2022-01-30,10,Germany,4,2.0,Deluxe,104.95,Offline Agent,Check-Out,2022,1,Jan,2022-01,10,1049.5,0
BKG100462,Resort Hotel,2023-09-26,2023-12-21,2023-12-22,86,UK,1,0.0,Family,246.93,Direct,Check-Out,2023,9,Sep,2023-09,1,246.93,0
BKG100463,City Hotel,2023-07-26,2024-01-07,2024-01-13,165,UAE,4,0.0,Deluxe,66.19,Corporate,Canceled,2023,7,Jul,2023-07,6,397.14,1
BKG100464,Resort Hotel,2023-05-12,2023-11-08,2023-11-16,180,Brazil,3,2.0,Deluxe,262.14,Corporate,Check-Out,2023,5,May,2023-05,8,2097.12,0
BKG100465,City Hotel,2023-04-25,2023-07-04,2023-07-14,70,France,2,0.0,Suite,214.03,Corporate,Check-Out,2023,4,Apr,2023-04,10,2140.3,0
BKG100466,City Hotel,2024-03-05,2024-08-15,2024-08-24,163,Brazil,4,0.0,Deluxe,316.05,Corporate,Canceled,2024,3,Mar,2024-03,9,2844.4500000000003,1
BKG100467,Resort Hotel,2023-11-06,2024-03-22,2024-03-29,137,Brazil,2,2.0,Suite,258.14,Corporate,Check-Out,2023,11,Nov,2023-11,7,1806.98,0
BKG100468,Resort Hotel,2022-11-26,2022-12-24,2022-12-26,28,UK,1,0.0,Standard,302.21,Direct,Check-Out,2022,11,Nov,2022-11,2,604.42,0
BKG100469,City Hotel,2022-07-16,2022-08-10,2022-08-11,25,India,4,1.0,Suite,212.49,Online Travel Agent,Check-Out,2022,7,Jul,2022-07,1,212.49,0
BKG100470,Resort Hotel,2022-03-14,2022-03-17,2022-03-21,3,UAE,4,0.0,Family,195.74,Corporate,Canceled,2022,3,Mar,2022-03,4,782.96,1
BKG100471,Resort Hotel,2022-03-01,2022-08-05,2022-08-10,157,Germany,1,0.0,Standard,301.99,Online Travel Agent,Canceled,2022,3,Mar,2022-03,5,1509.95,1
BKG100472,Resort Hotel,2023-06-29,2023-10-05,2023-10-09,98,Australia,2,2.0,Family,250.49,Online Travel Agent,Canceled,2023,6,Jun,2023-06,4,1001.96,1
BKG100473,Resort Hotel,2023-08-14,2023-11-13,2023-11-21,91,Singapore,4,0.0,Family,108.37,Corporate,Check-Out,2023,8,Aug,2023-08,8,866.96,0
BKG100474,City Hotel,2023-07-01,2023-12-01,2023-12-09,153,UAE,3,0.0,Family,219.52,Offline Agent,Canceled,2023,7,Jul,2023-07,8,1756.16,1
BKG100475,City Hotel,2022-11-28,2023-05-02,2023-05-06,155,UAE,2,1.0,Family,282.06,Offline Agent,No-Show,2022,11,Nov,2022-11,4,1128.24,0
BKG100476,City Hotel,2022-01-01,2022-01-09,2022-01-14,8,India,1,2.0,Suite,99.17,Direct,Check-Out,2022,1,Jan,2022-01,5,495.85,0
BKG100477,City Hotel,2022-11-19,2022-11-24,2022-11-29,5,UK,2,0.0,Deluxe,70.94,Corporate,Check-Out,2022,11,Nov,2022-11,5,354.7,0
BKG100478,City Hotel,2023-08-20,2023-10-22,2023-10-26,63,Brazil,3,0.0,Deluxe,86.65,Online Travel Agent,Canceled,2023,8,Aug,2023-08,4,346.6,1
BKG100479,Resort Hotel,2024-03-22,2024-07-23,2024-07-26,123,Brazil,4,2.0,Suite,297.66,Online Travel Agent,Canceled,2024,3,Mar,2024-03,3,892.98,1
BKG100480,City Hotel,2023-08-14,2023-11-19,2023-11-21,97,Australia,1,0.0,Standard,160.9,Direct,Canceled,2023,8,Aug,2023-08,2,321.8,1
BKG100481,Resort Hotel,2024-05-19,2024-10-20,2024-10-21,154,UAE,4,0.0,Deluxe,148.39,Online Travel Agent,Check-Out,2024,5,May,2024-05,1,148.39,0
BKG100482,Resort Hotel,2022-08-15,2022-09-23,2022-09-24,39,Germany,4,0.0,Family,278.32,Corporate,Canceled,2022,8,Aug,2022-08,1,278.32,1
BKG100483,Resort Hotel,2022-06-01,2022-07-04,2022-07-10,33,Singapore,1,1.0,Family,225.72,Corporate,Check-Out,2022,6,Jun,2022-06,6,1354.32,0
BKG100484,City Hotel,2023-05-29,2023-09-17,2023-09-20,111,Australia,2,1.0,Deluxe,222.2,Direct,Check-Out,2023,5,May,2023-05,3,666.5999999999999,0
BKG100485,City Hotel,2022-09-30,2023-01-18,2023-01-24,110,UAE,1,0.0,Suite,254.81,Direct,Check-Out,2022,9,Sep,2022-09,6,1528.8600000000001,0
BKG100486,City Hotel,2023-09-01,2024-02-15,2024-02-16,167,Brazil,3,0.0,Deluxe,346.42,Offline Agent,Check-Out,2023,9,Sep,2023-09,1,346.42,0
BKG100487,Resort Hotel,2024-04-17,2024-06-15,2024-06-19,59,USA,3,0.0,Standard,279.74,Direct,Canceled,2024,4,Apr,2024-04,4,1118.96,1
BKG100488,City Hotel,2022-06-01,2022-08-13,2022-08-14,73,India,3,0.0,Suite,148.48,Direct,Canceled,2022,6,Jun,2022-06,1,148.48,1
BKG100489,Resort Hotel,2022-08-05,2022-09-26,2022-10-05,52,India,3,2.0,Family,200.08,Online Travel Agent,Check-Out,2022,8,Aug,2022-08,9,1800.72,0
BKG100490,Resort Hotel,2022-03-03,2022-05-14,2022-05-18,72,USA,3,0.0,Family,194.84,Corporate,Check-Out,2022,3,Mar,2022-03,4,779.36,0
BKG100491,City Hotel,2023-11-07,2024-02-07,2024-02-09,92,Germany,1,0.0,Family,311.55,Online Travel Agent,Canceled,2023,11,Nov,2023-11,2,623.1,1
BKG100492,City Hotel,2023-05-12,2023-10-11,2023-10-20,152,Singapore,1,0.0,Standard,117.67,Online Travel Agent,Check-Out,2023,5,May,2023-05,9,1059.03,0
BKG100493,Resort Hotel,2023-06-27,2023-09-13,2023-09-19,78,UAE,4,1.0,Suite,275.87,Corporate,Check-Out,2023,6,Jun,2023-06,6,1655.22,0
BKG100494,Resort Hotel,2022-08-30,2023-01-05,2023-01-10,128,Singapore,1,0.0,Suite,314.82,Direct,Check-Out,2022,8,Aug,2022-08,5,1574.1,0
BKG100495,Resort Hotel,2023-02-07,2023-07-25,2023-07-28,168,Australia,1,1.0,Deluxe,211.01,Direct,Check-Out,2023,2,Feb,2023-02,3,633.03,0
BKG100496,Resort Hotel,2022-11-16,2023-04-19,2023-04-25,154,Brazil,4,2.0,Deluxe,98.21,Direct,Check-Out,2022,11,Nov,2022-11,6,589.26,0
BKG100497,Resort Hotel,2023-12-24,2024-05-06,2024-05-09,134,UAE,4,0.0,Standard,250.31,Online Travel Agent,Check-Out,2023,12,Dec,2023-12,3,750.9300000000001,0
BKG100498,City Hotel,2024-05-09,2024-06-15,2024-06-16,37,Canada,3,1.0,Suite,338.75,Direct,Canceled,2024,5,May,2024-05,1,338.75,1
BKG100499,Resort Hotel,2022-04-20,2022-05-23,2022-05-26,33,Brazil,1,2.0,Deluxe,238.91,Direct,Check-Out,2022,4,Apr,2022-04,3,716.73,0
BKG100500,City Hotel,2023-01-03,2023-01-23,2023-01-31,20,UAE,2,2.0,Deluxe,305.38,Offline Agent,Check-Out,2023,1,Jan,2023-01,8,2443.04,0
BKG100501,Resort Hotel,2022-05-21,2022-07-01,2022-07-05,41,France,2,0.0,Family,178.49,Direct,Canceled,2022,5,May,2022-05,4,713.96,1
BKG100502,City Hotel,2022-07-27,2022-09-17,2022-09-19,52,Australia,2,1.0,Family,311.47,Direct,Check-Out,2022,7,Jul,2022-07,2,622.94,0
BKG100503,Resort Hotel,2024-03-05,2024-03-15,2024-03-25,10,Singapore,4,0.0,Family,174.3,Offline Agent,Check-Out,2024,3,Mar,2024-03,10,1743.0,0
BKG100504,Resort Hotel,2024-06-17,2024-06-27,2024-07-01,10,Germany,4,0.0,Suite,221.73,Offline Agent,Check-Out,2024,6,Jun,2024-06,4,886.92,0
BKG100505,Resort Hotel,2022-11-08,2023-01-20,2023-01-28,73,Singapore,2,1.0,Deluxe,145.38,Offline Agent,Canceled,2022,11,Nov,2022-11,8,1163.04,1
BKG100506,Resort Hotel,2023-04-08,2023-05-01,2023-05-10,23,Australia,1,0.0,Family,285.83,Corporate,Check-Out,2023,4,Apr,2023-04,9,2572.47,0
BKG100507,City Hotel,2022-07-03,2022-10-27,2022-11-06,116,UK,2,1.0,Standard,86.15,Online Travel Agent,Check-Out,2022,7,Jul,2022-07,10,861.5,0
BKG100508,Resort Hotel,2023-04-06,2023-09-15,2023-09-21,162,Australia,1,2.0,Family,265.11,Online Travel Agent,Canceled,2023,4,Apr,2023-04,6,1590.66,1
BKG100509,Resort Hotel,2022-12-10,2023-05-03,2023-05-06,144,Australia,2,0.0,Suite,111.87,Corporate,Canceled,2022,12,Dec,2022-12,3,335.61,1
BKG100510,Resort Hotel,2023-04-02,2023-06-14,2023-06-17,73,Brazil,1,0.0,Suite,338.53,Online Travel Agent,Check-Out,2023,4,Apr,2023-04,3,1015.5899999999999,0
BKG100511,Resort Hotel,2024-05-25,2024-09-29,2024-10-08,127,Germany,1,2.0,Family,315.98,Offline Agent,Check-Out,2024,5,May,2024-05,9,2843.82,0
BKG100512,City Hotel,2022-03-23,2022-08-23,2022-09-02,153,Australia,1,0.0,Deluxe,315.83,Online Travel Agent,Check-Out,2022,3,Mar,2022-03,10,3158.2999999999997,0
BKG100513,City Hotel,2022-02-26,2022-08-12,2022-08-18,167,UAE,1,0.0,Standard,307.61,Online Travel Agent,Check-Out,2022,2,Feb,2022-02,6,1845.66,0
BKG100514,City Hotel,2022-07-02,2022-08-12,2022-08-17,41,India,2,1.0,Standard,277.31,Corporate,Check-Out,2022,7,Jul,2022-07,5,1386.55,0
BKG100515,Resort Hotel,2023-01-24,2023-02-10,2023-02-17,17,France,1,0.0,Suite,196.54,Online Travel Agent,Check-Out,2023,1,Jan,2023-01,7,1375.78,0
BKG100516,Resort Hotel,2023-12-14,2024-02-05,2024-02-15,53,Australia,1,0.0,Suite,225.7,Offline Agent,Check-Out,2023,12,Dec,2023-12,10,2257.0,0
BKG100517,City Hotel,2022-11-21,2023-01-26,2023-02-04,66,Singapore,3,0.0,Family,238.14,Offline Agent,Canceled,2022,11,Nov,2022-11,9,2143.2599999999998,1
BKG100518,City Hotel,2023-09-17,2023-11-15,2023-11-20,59,USA,2,0.0,Deluxe,94.28,Offline Agent,Check-Out,2023,9,Sep,2023-09,5,471.4,0
BKG100519,City Hotel,2022-12-08,2023-03-07,2023-03-16,89,France,2,0.0,Family,245.78,Corporate,Check-Out,2022,12,Dec,2022-12,9,2212.02,0
BKG100520,Resort Hotel,2023-07-18,2023-10-08,2023-10-09,82,UK,1,0.0,Deluxe,158.99,Corporate,Canceled,2023,7,Jul,2023-07,1,158.99,1
BKG100521,City Hotel,2023-11-20,2024-03-21,2024-03-29,122,Singapore,1,0.0,Suite,199.63,Offline Agent,Canceled,2023,11,Nov,2023-11,8,1597.04,1
BKG100522,City Hotel,2023-02-28,2023-03-14,2023-03-23,14,Singapore,3,2.0,Standard,270.24,Online Travel Agent,Check-Out,2023,2,Feb,2023-02,9,2432.16,0
BKG100523,City Hotel,2022-12-06,2023-03-06,2023-03-08,90,Australia,2,0.0,Deluxe,303.81,Offline Agent,Check-Out,2022,12,Dec,2022-12,2,607.62,0
BKG100524,City Hotel,2022-04-30,2022-07-17,2022-07-23,78,Germany,1,0.0,Suite,180.02,Offline Agent,Canceled,2022,4,Apr,2022-04,6,1080.1200000000001,1
BKG100525,Resort Hotel,2022-11-06,2022-12-31,2023-01-09,55,Germany,3,0.0,Standard,92.55,Offline Agent,Check-Out,2022,11,Nov,2022-11,9,832.9499999999999,0
BKG100526,City Hotel,2024-03-29,2024-07-30,2024-08-08,123,Singapore,2,0.0,Suite,158.63,Corporate,Check-Out,2024,3,Mar,2024-03,9,1427.67,0
BKG100527,City Hotel,2024-06-11,2024-07-06,2024-07-15,25,Australia,2,0.0,Standard,270.13,Online Travel Agent,Check-Out,2024,6,Jun,2024-06,9,2431.17,0
BKG100528,Resort Hotel,2022-02-15,2022-08-09,2022-08-19,175,USA,1,0.0,Suite,195.39,Online Travel Agent,Check-Out,2022,2,Feb,2022-02,10,1953.8999999999999,0
BKG100529,City Hotel,2022-11-16,2023-04-28,2023-05-02,163,Singapore,3,0.0,Suite,115.84,Online Travel Agent,Check-Out,2022,11,Nov,2022-11,4,463.36,0
BKG100530,Resort Hotel,2022-10-07,2022-11-14,2022-11-17,38,Germany,3,0.0,Suite,64.42,Online Travel Agent,Check-Out,2022,10,Oct,2022-10,3,193.26,0
BKG100531,City Hotel,2023-12-23,2024-03-04,2024-03-14,72,Singapore,2,0.0,Family,80.66,Online Travel Agent,Check-Out,2023,12,Dec,2023-12,10,806.5999999999999,0
BKG100532,City Hotel,2023-04-28,2023-10-17,2023-10-18,172,Australia,1,0.0,Deluxe,75.6,Offline Agent,Check-Out,2023,4,Apr,2023-04,1,75.6,0
BKG100533,Resort Hotel,2022-11-16,2023-02-09,2023-02-13,85,Canada,1,0.0,Standard,224.66,Offline Agent,Check-Out,2022,11,Nov,2022-11,4,898.64,0
BKG100534,City Hotel,2023-10-22,2024-02-18,2024-02-26,119,UAE,2,0.0,Family,101.68,Direct,Check-Out,2023,10,Oct,2023-10,8,813.44,0
BKG100535,City Hotel,2023-11-13,2024-02-05,2024-02-11,84,USA,4,1.0,Suite,68.78,Offline Agent,Check-Out,2023,11,Nov,2023-11,6,412.68,0
BKG100536,Resort Hotel,2022-06-24,2022-09-04,2022-09-10,72,UAE,2,2.0,Standard,89.85,Corporate,Check-Out,2022,6,Jun,2022-06,6,539.0999999999999,0
BKG100537,Resort Hotel,2023-02-15,2023-07-16,2023-07-23,151,Canada,2,2.0,Family,130.67,Online Travel Agent,Check-Out,2023,2,Feb,2023-02,7,914.6899999999999,0
BKG100538,City Hotel,2024-04-13,2024-10-07,2024-10-17,177,Singapore,4,1.0,Deluxe,224.49,Direct,Check-Out,2024,4,Apr,2024-04,10,2244.9,0
BKG100539,City Hotel,2022-03-21,2022-08-14,2022-08-22,146,Singapore,1,2.0,Standard,232.86,Online Travel Agent,Check-Out,2022,3,Mar,2022-03,8,1862.88,0
BKG100540,City Hotel,2023-02-20,2023-03-09,2023-03-19,17,UAE,1,2.0,Family,283.69,Online Travel Agent,Check-Out,2023,2,Feb,2023-02,10,2836.9,0
BKG100541,City Hotel,2024-04-16,2024-05-21,2024-05-31,35,Singapore,1,0.0,Suite,251.66,Offline Agent,Check-Out,2024,4,Apr,2024-04,10,2516.6,0
BKG100542,City Hotel,2023-04-03,2023-05-23,2023-05-27,50,Australia,3,0.0,Suite,225.38,Online Travel Agent,Check-Out,2023,4,Apr,2023-04,4,901.52,0
BKG100543,Resort Hotel,2023-09-19,2024-01-27,2024-02-03,130,India,2,0.0,Suite,78.1,Online Travel Agent,Canceled,2023,9,Sep,2023-09,7,546.6999999999999,1
BKG100544,City Hotel,2024-06-05,2024-06-12,2024-06-16,7,Australia,4,2.0,Family,174.34,Offline Agent,Check-Out,2024,6,Jun,2024-06,4,697.36,0
BKG100545,City Hotel,2022-08-05,2023-01-21,2023-01-24,169,Australia,4,0.0,Family,114.59,Direct,Check-Out,2022,8,Aug,2022-08,3,343.77,0
BKG100546,Resort Hotel,2024-06-12,2024-11-30,2024-12-03,171,UK,2,0.0,Family,80.81,Offline Agent,No-Show,2024,6,Jun,2024-06,3,242.43,0
BKG100547,City Hotel,2022-05-20,2022-06-10,2022-06-13,21,Brazil,4,1.0,Deluxe,319.14,Offline Agent,Check-Out,2022,5,May,2022-05,3,957.42,0
