Booking_ID,Hotel_Type,Booking_Date,Checkin_Date,Checkout_Date,Lead_Time,Country,Adults,Children,Room_Type,ADR,Booking_Channel,Cancellation_Status
BKG101115,City Hotel,2022-02-23,2022-03-30,2022-04-08,35,France,4,1.0,Standard,252.8,Direct,Check-Out
BKG101116,City Hotel,2023-01-22,2023-04-30,2023-05-08,98,Singapore,3,0.0,Standard,303.21,Direct,No-Show
BKG101117,City Hotel,2023-10-11,2023-12-21,2023-12-24,71,USA,4,2.0,Family,188.08,,Check-Out
BKG101118,Resort Hotel,2024-06-05,2024-09-06,2024-09-14,93,Australia,3,1.0,Suite,122.0,Direct,Canceled
BKG101119,City Hotel,2022-01-11,2022-03-02,2022-03-10,50,UAE,3,2.0,,116.52,Corporate,Canceled
BKG101120,City Hotel,2023-05-30,2023-06-02,2023-06-12,3,Australia,3,0.0,Standard,247.69,Corporate,Check-Out
BKG101121,City Hotel,2022-02-28,2022-07-24,2022-07-25,146,UK,4,2.0,Family,243.35,Online Travel Agent,Check-Out
BKG101122,Resort Hotel,2022-01-30,2022-07-05,2022-07-08,156,India,2,,Family,84.02,Online Travel Agent,Check-Out
BKG101123,City Hotel,2024-05-28,2024-10-14,2024-10-19,139,UAE,2,2.0,Deluxe,273.86,Corporate,Check-Out
BKG101124,Resort Hotel,2023-11-12,2024-02-23,2024-03-01,103,France,1,0.0,,115.95,Direct,Check-Out
BKG101125,Resort Hotel,2022-10-10,2023-03-14,2023-03-18,155,France,4,0.0,Suite,244.24,Corporate,Check-Out
BKG101126,Resort Hotel,2023-04-23,2023-09-15,2023-09-17,145,UK,4,,Standard,93.72,,Check-Out
BKG101127,City Hotel,2023-10-04,2023-10-09,2023-10-12,5,USA,1,0.0,Deluxe,245.0,Corporate,Canceled
BKG101128,City Hotel,2023-10-20,2023-12-07,2023-12-10,48,UK,3,0.0,Suite,170.0,Direct,Check-Out
BKG101129,City Hotel,2023-02-28,2023-04-26,2023-04-30,57,France,3,,Family,111.36,Corporate,Check-Out
BKG101130,Resort Hotel,2022-12-30,2023-05-27,2023-06-02,148,India,3,2.0,Family,190.41,Direct,Check-Out
BKG101131,City Hotel,2022-08-04,2023-01-30,2023-02-06,179,USA,3,0.0,Deluxe,120.16,Corporate,Check-Out
BKG101132,City Hotel,2022-09-25,2022-10-03,2022-10-05,8,UAE,2,1.0,Family,100.55,Online Travel Agent,Check-Out
BKG101133,City Hotel,2022-04-18,2022-09-26,2022-10-02,161,UAE,1,0.0,Standard,182.21,Direct,Canceled
BKG101134,City Hotel,2022-11-10,2022-12-21,2022-12-29,41,Brazil,2,0.0,Family,187.31,,Check-Out
BKG101135,City Hotel,2022-09-07,2022-11-10,2022-11-16,64,India,3,1.0,Deluxe,256.78,Online Travel Agent,Check-Out
BKG101136,Resort Hotel,2024-03-03,2024-05-10,2024-05-20,68,France,4,2.0,,68.28,Direct,Check-Out
BKG101137,City Hotel,2022-12-08,2022-12-21,2022-12-23,13,Australia,3,0.0,Deluxe,292.43,Offline Agent,Check-Out
BKG101138,Resort Hotel,2022-06-01,2022-07-22,2022-07-25,51,Germany,3,0.0,Family,83.31,Online Travel Agent,Canceled
BKG101139,City Hotel,2022-06-07,2022-11-29,2022-12-08,175,USA,3,0.0,Family,198.43,Offline Agent,Check-Out
BKG101140,Resort Hotel,2023-04-29,2023-10-17,2023-10-24,171,Australia,4,0.0,Deluxe,281.29,Corporate,Canceled
BKG101141,Resort Hotel,2022-05-17,2022-08-27,2022-09-02,102,UAE,3,1.0,,233.11,Online Travel Agent,Check-Out
BKG101142,Resort Hotel,2023-09-16,2023-10-31,2023-11-04,45,Brazil,3,0.0,Family,158.56,Online Travel Agent,Check-Out
BKG101143,Resort Hotel,2022-05-22,2022-09-26,2022-09-30,127,UAE,1,0.0,Family,147.56,Direct,Check-Out
BKG101144,City Hotel,2022-10-19,2023-01-06,2023-01-13,79,UK,4,0.0,Deluxe,135.7,Offline Agent,Check-Out
BKG101145,Resort Hotel,2024-05-04,2024-05-31,2024-06-08,27,Australia,1,0.0,Standard,258.96,Direct,Check-Out
BKG101146,City Hotel,2023-08-12,2023-12-19,2023-12-26,129,Australia,4,0.0,Standard,200.98,Corporate,Check-Out
BKG101147,City Hotel,2024-01-30,2024-07-10,2024-07-12,162,UAE,4,2.0,Suite,168.12,Online Travel Agent,Canceled
BKG101148,City Hotel,2023-03-11,2023-07-25,2023-08-01,136,Germany,1,0.0,Family,62.02,Offline Agent,Check-Out
BKG101149,City Hotel,2022-10-16,2022-10-26,2022-10-28,10,,4,,Family,166.46,Corporate,Check-Out
BKG101150,City Hotel,2024-02-25,2024-03-02,2024-03-11,6,India,3,0.0,Family,145.04,Corporate,Check-Out
BKG101151,City Hotel,2022-02-06,2022-07-08,2022-07-10,152,Germany,3,0.0,Deluxe,214.07,Online Travel Agent,Check-Out
BKG101152,City Hotel,2022-05-10,2022-06-16,2022-06-24,37,Brazil,4,0.0,Deluxe,160.16,Offline Agent,Check-Out
BKG101153,Resort Hotel,2022-12-01,2023-03-06,2023-03-07,95,Australia,2,2.0,Standard,343.28,Corporate,Canceled
BKG101154,City Hotel,2024-02-07,2024-04-24,2024-05-01,77,USA,4,0.0,Family,113.34,Online Travel Agent,Canceled
BKG101155,City Hotel,2023-08-08,2023-10-13,2023-10-18,66,Germany,2,0.0,Family,168.53,Corporate,Canceled
BKG101156,Resort Hotel,2024-03-07,2024-04-23,2024-04-28,47,France,1,2.0,Suite,175.61,Online Travel Agent,Check-Out
BKG101157,City Hotel,2022-01-20,2022-05-06,2022-05-09,106,USA,3,0.0,Deluxe,194.11,Direct,Check-Out
BKG101158,City Hotel,2022-11-29,2023-01-24,2023-01-26,56,Brazil,3,,,299.82,,Check-Out
BKG101159,City Hotel,2023-07-26,2023-07-29,2023-08-04,3,UK,3,0.0,Family,160.45,Offline Agent,Check-Out
BKG101160,Resort Hotel,2023-12-16,2024-01-28,2024-02-04,43,Canada,3,1.0,Suite,69.36,Online Travel Agent,Check-Out
BKG101161,City Hotel,2023-06-27,2023-09-29,2023-10-04,94,,3,0.0,Deluxe,190.93,Direct,Check-Out
BKG101162,City Hotel,2023-08-02,2023-11-20,2023-11-27,110,Germany,1,0.0,Family,221.37,Direct,Check-Out
BKG101163,Resort Hotel,2024-05-20,2024-06-20,2024-06-22,31,Brazil,4,0.0,,121.28,Direct,Canceled
BKG101164,City Hotel,2024-02-25,2024-06-06,2024-06-15,102,Brazil,4,0.0,Suite,277.87,Corporate,Canceled
BKG101165,City Hotel,2023-10-08,2023-11-04,2023-11-10,27,Canada,4,0.0,Suite,309.13,,Check-Out
BKG101166,City Hotel,2024-06-13,2024-07-28,2024-08-04,45,Canada,3,0.0,Deluxe,214.47,Online Travel Agent,Check-Out
BKG101167,Resort Hotel,2023-10-31,2024-02-15,2024-02-22,107,UK,4,0.0,Standard,244.56,,Canceled
BKG101168,Resort Hotel,2022-11-29,2023-05-04,2023-05-08,156,UAE,2,2.0,Standard,241.39,Offline Agent,Check-Out
BKG101169,Resort Hotel,2024-06-03,2024-07-22,2024-07-25,49,UK,4,0.0,Family,269.69,Direct,Check-Out
BKG101170,Resort Hotel,2022-10-28,2022-11-13,2022-11-14,16,Brazil,2,2.0,Family,193.74,Direct,Canceled
BKG101171,Resort Hotel,2023-04-18,2023-08-24,2023-08-26,128,India,3,0.0,Standard,131.01,Offline Agent,Canceled
BKG101172,Resort Hotel,2023-04-27,2023-08-03,2023-08-05,98,Brazil,4,0.0,Standard,316.17,Offline Agent,Check-Out
BKG101173,City Hotel,2024-01-14,2024-01-29,2024-02-03,15,Australia,4,0.0,Standard,165.38,Online Travel Agent,Check-Out
BKG101174,City Hotel,2022-09-26,2023-02-21,2023-02-23,148,UK,2,0.0,Deluxe,179.74,,Check-Out
BKG101175,City Hotel,2022-04-10,2022-07-03,2022-07-05,84,UAE,4,1.0,Suite,278.23,Offline Agent,Check-Out
BKG101176,Resort Hotel,2023-04-07,2023-10-03,2023-10-08,179,UK,3,2.0,Suite,70.37,Online Travel Agent,Check-Out
BKG101177,Resort Hotel,2023-01-15,2023-06-08,2023-06-14,144,Brazil,3,0.0,Suite,333.99,Offline Agent,Canceled
BKG101178,City Hotel,2023-11-21,2024-02-04,2024-02-07,75,France,2,0.0,Deluxe,236.16,Online Travel Agent,Canceled
BKG101179,City Hotel,2023-08-21,2023-11-06,2023-11-09,77,Canada,1,0.0,Deluxe,165.61,Corporate,Check-Out
BKG101180,City Hotel,2023-08-25,2023-12-31,2024-01-06,128,UK,3,1.0,Family,310.97,Direct,Check-Out
BKG101181,Resort Hotel,2023-01-24,2023-01-27,2023-01-29,3,UK,3,0.0,Suite,149.7,,Check-Out
BKG101182,Resort Hotel,2023-01-01,2023-05-08,2023-05-16,127,UAE,1,2.0,Standard,320.46,Offline Agent,Check-Out
BKG101183,Resort Hotel,2022-12-04,2023-04-12,2023-04-14,129,India,3,,Family,338.88,Direct,Check-Out
BKG101184,City Hotel,2024-03-27,2024-05-12,2024-05-16,46,Singapore,2,1.0,Suite,111.45,Online Travel Agent,Canceled
BKG101185,Resort Hotel,2024-01-21,2024-02-06,2024-02-09,16,Brazil,3,0.0,Family,120.24,Offline Agent,Check-Out
BKG101186,City Hotel,2024-03-11,2024-03-24,2024-03-30,13,USA,1,0.0,Family,198.71,Direct,Check-Out
BKG101187,City Hotel,2023-08-27,2023-10-21,2023-10-31,55,USA,4,0.0,Family,225.11,Direct,Check-Out
BKG101188,City Hotel,2023-10-13,2024-03-18,2024-03-26,157,Canada,1,0.0,Deluxe,278.82,Corporate,Check-Out
BKG101189,City Hotel,2023-06-11,2023-08-22,2023-08-27,72,Singapore,3,2.0,Suite,132.22,Offline Agent,Check-Out
BKG101190,City Hotel,2024-02-14,2024-03-31,2024-04-08,46,Canada,1,0.0,Deluxe,319.08,Direct,Check-Out
BKG101191,Resort Hotel,2023-03-19,2023-09-07,2023-09-12,172,Germany,1,1.0,Standard,159.31,Direct,Check-Out
BKG101192,Resort Hotel,2023-05-29,2023-08-15,2023-08-21,78,Brazil,4,0.0,Deluxe,258.58,,Check-Out
BKG101193,City Hotel,2024-02-24,2024-06-04,2024-06-07,101,Singapore,2,2.0,Family,252.15,Offline Agent,Canceled
BKG101194,City Hotel,2022-10-03,2022-11-30,2022-12-05,58,,4,0.0,Suite,167.53,Corporate,Check-Out
BKG101195,City Hotel,2023-03-12,2023-08-03,2023-08-10,144,India,4,0.0,Family,281.04,Corporate,Check-Out
BKG101196,City Hotel,2022-05-24,2022-09-17,2022-09-22,116,France,1,,Suite,120.5,Online Travel Agent,Check-Out
BKG101197,City Hotel,2024-03-20,2024-06-25,2024-07-01,97,,2,0.0,Standard,239.09,Online Travel Agent,Check-Out
BKG101198,City Hotel,2022-11-30,2023-04-01,2023-04-11,122,Canada,4,,Deluxe,286.56,Corporate,No-Show
BKG101199,City Hotel,2023-08-24,2023-11-28,2023-11-29,96,Singapore,1,0.0,Suite,245.49,Offline Agent,Canceled
BKG101200,City Hotel,2022-04-24,2022-08-22,2022-08-25,120,,1,0.0,Deluxe,343.38,Corporate,Check-Out
BKG101201,City Hotel,2023-07-30,2023-08-21,2023-08-29,22,Singapore,2,0.0,Suite,226.09,Online Travel Agent,Check-Out
BKG101202,Resort Hotel,2024-02-28,2024-03-16,2024-03-22,17,UK,3,1.0,Suite,276.71,Offline Agent,Check-Out
BKG101203,Resort Hotel,2023-01-06,2023-04-01,2023-04-05,85,UK,3,0.0,Standard,235.05,Offline Agent,Check-Out
BKG101204,City Hotel,2024-04-05,2024-08-07,2024-08-08,124,India,1,2.0,Suite,168.31,Offline Agent,Check-Out
BKG101205,Resort Hotel,2022-12-08,2023-05-19,2023-05-21,162,Singapore,1,,Deluxe,86.72,Online Travel Agent,Check-Out
BKG101206,City Hotel,2023-04-25,2023-09-28,2023-10-02,156,Canada,1,1.0,,297.15,Corporate,Check-Out
BKG101207,City Hotel,2023-10-26,2024-03-21,2024-03-27,147,India,4,2.0,Family,286.52,Corporate,Check-Out
BKG101208,Resort Hotel,2024-04-28,2024-08-05,2024-08-06,99,France,1,0.0,Deluxe,153.49,Corporate,Check-Out
BKG101209,Resort Hotel,2023-11-01,2024-04-19,2024-04-23,170,,3,2.0,Suite,104.26,Direct,Check-Out
BKG101210,Resort Hotel,2023-07-01,2023-12-02,2023-12-03,154,UAE,2,2.0,Suite,161.07,Direct,Check-Out
BKG101211,Resort Hotel,2022-07-26,2022-10-11,2022-10-14,77,UAE,4,0.0,Standard,127.56,Direct,Canceled
BKG101212,Resort Hotel,2023-03-27,2023-04-27,2023-05-04,31,Australia,1,1.0,Standard,311.58,Offline Agent,Check-Out
BKG101213,Resort Hotel,2022-07-23,2022-09-13,2022-09-20,52,UK,1,0.0,,341.08,Online Travel Agent,Canceled
BKG101214,Resort Hotel,2024-01-29,2024-07-01,2024-07-07,154,,3,1.0,Suite,115.38,Offline Agent,Check-Out
BKG101215,City Hotel,2022-04-25,2022-08-19,2022-08-20,116,USA,1,1.0,,292.99,Corporate,Canceled
BKG101216,Resort Hotel,2024-05-06,2024-05-22,2024-05-29,16,Australia,3,0.0,Family,349.91,Online Travel Agent,No-Show
BKG101217,Resort Hotel,2022-10-09,2023-03-23,2023-03-29,165,Brazil,1,0.0,Standard,305.75,Direct,Check-Out
BKG101218,Resort Hotel,2022-05-24,2022-11-17,2022-11-25,177,France,1,0.0,Suite,232.9,Offline Agent,Canceled
BKG101219,Resort Hotel,2023-03-06,2023-04-19,2023-04-22,44,UK,2,,Standard,165.87,Offline Agent,Check-Out
BKG101220,Resort Hotel,2023-02-18,2023-07-28,2023-08-03,160,UAE,3,2.0,Standard,153.11,Offline Agent,Check-Out
BKG101221,Resort Hotel,2024-06-11,2024-07-17,2024-07-24,36,UK,1,2.0,Standard,169.34,Online Travel Agent,Check-Out
BKG101222,City Hotel,2022-08-17,2022-09-09,2022-09-16,23,Australia,1,0.0,Family,340.93,Direct,Canceled
BKG101223,City Hotel,2024-04-08,2024-09-18,2024-09-19,163,UK,3,1.0,Suite,196.15,,No-Show
BKG101224,Resort Hotel,2023-11-16,2023-12-10,2023-12-18,24,Singapore,4,2.0,Deluxe,116.92,Direct,Check-Out
BKG101225,Resort Hotel,2022-03-26,2022-04-19,2022-04-26,24,France,3,2.0,Deluxe,90.52,Corporate,Check-Out
BKG101226,City Hotel,2023-04-19,2023-10-07,2023-10-17,171,UK,3,0.0,Standard,155.1,Offline Agent,Check-Out
BKG101227,Resort Hotel,2024-03-24,2024-05-13,2024-05-16,50,UK,1,0.0,Family,244.04,Corporate,Check-Out
BKG101228,Resort Hotel,2023-05-08,2023-09-08,2023-09-14,123,Canada,2,2.0,Suite,177.64,Offline Agent,Check-Out
BKG101229,Resort Hotel,2022-10-14,2023-03-30,2023-04-08,167,France,3,0.0,Suite,349.04,Offline Agent,Canceled
BKG101230,City Hotel,2023-04-13,2023-09-29,2023-10-01,169,Australia,3,2.0,Standard,136.23,Direct,Check-Out
BKG101231,City Hotel,2023-04-14,2023-05-12,2023-05-14,28,Canada,3,0.0,Family,313.26,,No-Show
BKG101232,Resort Hotel,2023-06-01,2023-07-17,2023-07-24,46,India,2,0.0,Deluxe,303.6,Corporate,Check-Out
BKG101233,Resort Hotel,2024-03-09,2024-04-16,2024-04-26,38,Singapore,1,2.0,,165.17,Corporate,Check-Out
BKG101234,City Hotel,2023-11-28,2024-01-09,2024-01-19,42,Germany,2,0.0,Suite,216.84,Online Travel Agent,No-Show
BKG101235,Resort Hotel,2023-02-15,2023-05-01,2023-05-08,75,France,4,1.0,Standard,195.72,Online Travel Agent,Check-Out
BKG101236,Resort Hotel,2023-07-24,2024-01-11,2024-01-16,171,India,2,2.0,Family,232.26,Direct,Check-Out
BKG101237,City Hotel,2024-04-22,2024-06-02,2024-06-06,41,Brazil,4,0.0,Deluxe,247.36,Direct,Canceled
BKG101238,Resort Hotel,2022-03-14,2022-05-10,2022-05-15,57,Germany,2,1.0,Family,95.81,Direct,Check-Out
BKG101239,Resort Hotel,2024-02-18,2024-05-11,2024-05-12,83,Brazil,1,2.0,Family,150.24,Direct,Check-Out
BKG101240,City Hotel,2022-11-02,2022-12-03,2022-12-12,31,France,4,0.0,Standard,80.42,Offline Agent,Canceled
BKG101241,City Hotel,2022-09-19,2022-10-17,2022-10-25,28,France,4,2.0,Deluxe,108.85,Online Travel Agent,Check-Out
BKG101242,City Hotel,2024-01-20,2024-06-22,2024-07-02,154,Australia,3,0.0,Family,312.11,Online Travel Agent,Check-Out
BKG101243,City Hotel,2024-06-04,2024-08-14,2024-08-19,71,UAE,3,2.0,Standard,155.36,Online Travel Agent,Check-Out
BKG101244,City Hotel,2024-04-05,2024-08-07,2024-08-11,124,USA,4,0.0,Family,231.41,Offline Agent,Check-Out
BKG101245,Resort Hotel,2024-06-10,2024-11-27,2024-12-04,170,Brazil,1,2.0,Standard,91.26,Online Travel Agent,No-Show
BKG101246,Resort Hotel,2022-09-02,2022-12-03,2022-12-13,92,UAE,4,1.0,,268.3,Offline Agent,Check-Out
BKG101247,Resort Hotel,2023-06-20,2023-06-29,2023-07-06,9,India,4,0.0,Suite,122.65,Online Travel Agent,Check-Out
BKG101248,City Hotel,2023-02-27,2023-03-06,2023-03-14,7,,3,0.0,Deluxe,297.33,,Check-Out
BKG101249,City Hotel,2022-02-18,2022-05-12,2022-05-20,83,,3,0.0,Suite,120.72,Direct,Canceled
BKG101250,Resort Hotel,2024-05-27,2024-06-18,2024-06-24,22,UAE,3,2.0,Suite,216.09,Online Travel Agent,Canceled
BKG101251,Resort Hotel,2022-04-03,2022-09-13,2022-09-20,163,Australia,3,2.0,Deluxe,204.19,Corporate,Canceled
BKG101252,Resort Hotel,2023-05-13,2023-08-10,2023-08-16,89,UAE,4,0.0,Standard,278.88,Online Travel Agent,Check-Out
BKG101253,City Hotel,2022-11-14,2023-03-23,2023-04-01,129,Brazil,3,2.0,Standard,216.09,Direct,Check-Out
BKG101254,City Hotel,2023-12-30,2024-05-31,2024-06-07,153,,3,0.0,Deluxe,267.61,Offline Agent,Check-Out
BKG101255,City Hotel,2024-01-24,2024-04-08,2024-04-18,75,India,1,0.0,Deluxe,349.84,Direct,Check-Out
BKG101256,Resort Hotel,2022-10-08,2022-10-14,2022-10-22,6,Canada,2,0.0,Deluxe,131.15,Direct,Check-Out
BKG101257,Resort Hotel,2022-09-07,2022-09-12,2022-09-22,5,Australia,4,1.0,Deluxe,180.21,Offline Agent,Check-Out
BKG101258,Resort Hotel,2023-02-01,2023-04-08,2023-04-14,66,UAE,3,1.0,Suite,167.37,Online Travel Agent,No-Show
BKG101259,City Hotel,2022-05-18,2022-08-08,2022-08-12,82,Singapore,2,0.0,Suite,344.49,Online Travel Agent,Canceled
BKG101260,Resort Hotel,2023-09-11,2023-11-08,2023-11-14,58,Canada,2,1.0,Family,138.05,Offline Agent,Check-Out
BKG101261,City Hotel,2022-03-08,2022-04-20,2022-04-21,43,Canada,4,2.0,Deluxe,248.58,,Check-Out
BKG101262,City Hotel,2022-03-08,2022-05-17,2022-05-27,70,Australia,3,,Deluxe,266.95,Offline Agent,Check-Out
BKG101263,City Hotel,2023-04-08,2023-06-26,2023-07-05,79,UK,3,0.0,Suite,127.44,Online Travel Agent,No-Show
BKG101264,City Hotel,2022-02-24,2022-05-26,2022-06-05,91,UK,1,0.0,Deluxe,238.02,Direct,No-Show
BKG101265,City Hotel,2024-03-03,2024-04-17,2024-04-20,45,USA,1,1.0,Standard,271.31,,Check-Out
BKG101266,City Hotel,2023-12-03,2024-03-11,2024-03-18,99,UK,4,,Standard,100.17,Corporate,Check-Out
BKG101267,City Hotel,2023-12-26,2024-04-14,2024-04-19,110,Germany,4,0.0,Deluxe,113.52,Corporate,No-Show
BKG101268,Resort Hotel,2023-10-11,2023-10-31,2023-11-06,20,Brazil,4,0.0,Standard,211.92,Online Travel Agent,Check-Out
BKG101269,City Hotel,2022-04-08,2022-05-21,2022-05-22,43,India,1,0.0,Suite,154.79,Online Travel Agent,No-Show
BKG101270,City Hotel,2022-07-13,2022-12-22,2023-01-01,162,USA,4,0.0,Deluxe,215.21,,Check-Out
BKG101271,Resort Hotel,2023-03-28,2023-09-24,2023-09-27,180,Singapore,2,1.0,,68.8,Corporate,Canceled
BKG101272,Resort Hotel,2022-04-21,2022-07-19,2022-07-22,89,Brazil,2,0.0,Suite,204.32,Offline Agent,Canceled
BKG101273,Resort Hotel,2023-07-16,2023-10-23,2023-10-31,99,UAE,1,2.0,Deluxe,78.98,Direct,No-Show
BKG101274,City Hotel,2023-05-18,2023-07-05,2023-07-12,48,Brazil,1,0.0,,77.0,Online Travel Agent,Check-Out
BKG101275,City Hotel,2022-11-25,2023-04-08,2023-04-18,134,UAE,4,,Deluxe,246.53,Offline Agent,Canceled
BKG101276,City Hotel,2022-10-27,2023-04-05,2023-04-12,160,India,4,1.0,Family,169.35,Online Travel Agent,Check-Out
BKG101277,City Hotel,2023-05-11,2023-10-14,2023-10-21,156,India,3,1.0,Standard,347.76,Direct,Canceled
BKG101278,Resort Hotel,2022-11-11,2023-04-10,2023-04-20,150,India,2,0.0,Suite,274.38,Offline Agent,Check-Out
BKG101279,Resort Hotel,2023-07-05,2023-07-18,2023-07-25,13,Germany,2,2.0,Standard,167.54,Offline Agent,Canceled
BKG101280,Resort Hotel,2022-08-15,2022-11-04,2022-11-06,81,India,2,1.0,Family,119.95,Direct,Canceled
BKG101281,City Hotel,2022-04-30,2022-07-13,2022-07-14,74,,2,,Suite,345.48,Offline Agent,Check-Out
BKG101282,City Hotel,2022-05-26,2022-10-26,2022-10-30,153,Germany,3,1.0,Suite,257.31,Offline Agent,Check-Out
BKG101283,City Hotel,2023-03-02,2023-06-15,2023-06-22,105,France,3,0.0,Standard,296.85,Offline Agent,Check-Out
BKG101284,Resort Hotel,2024-02-25,2024-06-18,2024-06-21,114,UK,2,0.0,Family,244.9,Online Travel Agent,Check-Out
BKG101285,City Hotel,2022-12-02,2023-01-13,2023-01-18,42,Brazil,4,0.0,Suite,215.52,Online Travel Agent,Canceled
BKG101286,Resort Hotel,2023-02-09,2023-04-01,2023-04-03,51,Canada,4,0.0,,96.86,Online Travel Agent,Check-Out
BKG101287,City Hotel,2022-02-08,2022-05-18,2022-05-21,99,Canada,1,0.0,,130.11,Offline Agent,Check-Out
BKG101288,Resort Hotel,2022-02-12,2022-07-31,2022-08-09,169,Brazil,2,0.0,Standard,270.22,Direct,Check-Out
BKG101289,Resort Hotel,2022-09-14,2022-10-28,2022-11-03,44,Australia,4,0.0,Family,321.45,Direct,Canceled
BKG101290,City Hotel,2023-06-02,2023-06-18,2023-06-22,16,India,2,0.0,Family,157.41,Online Travel Agent,Canceled
BKG101291,City Hotel,2023-09-09,2024-01-22,2024-01-27,135,India,2,0.0,Standard,218.67,Online Travel Agent,Check-Out
BKG101292,Resort Hotel,2023-07-02,2023-07-06,2023-07-16,4,,2,0.0,Deluxe,167.41,Online Travel Agent,Check-Out
BKG101293,Resort Hotel,2023-07-31,2023-08-14,2023-08-21,14,Brazil,1,0.0,Standard,281.03,Online Travel Agent,Check-Out
BKG101294,Resort Hotel,2023-05-03,2023-09-26,2023-10-03,146,Canada,3,,Suite,172.16,Corporate,No-Show
BKG101295,City Hotel,2023-10-14,2024-02-07,2024-02-15,116,Germany,2,1.0,,215.57,,Check-Out
BKG101296,City Hotel,2022-06-28,2022-10-05,2022-10-10,99,France,2,0.0,Deluxe,274.6,Online Travel Agent,Check-Out
BKG101297,City Hotel,2023-12-29,2024-05-15,2024-05-19,138,Germany,4,0.0,Family,303.64,,Canceled
BKG101298,City Hotel,2023-04-17,2023-08-10,2023-08-18,115,Australia,4,1.0,,165.43,Direct,Check-Out
BKG101299,City Hotel,2023-12-31,2024-02-17,2024-02-27,48,Singapore,2,2.0,Family,165.39,Corporate,Check-Out
BKG101300,City Hotel,2022-08-07,2022-11-15,2022-11-18,100,France,4,0.0,Family,217.42,Online Travel Agent,Check-Out
BKG101301,City Hotel,2022-12-12,2023-05-02,2023-05-05,141,India,4,2.0,Deluxe,185.22,Offline Agent,Check-Out
BKG101302,Resort Hotel,2022-06-26,2022-09-03,2022-09-13,69,UK,2,1.0,Family,226.77,Corporate,Check-Out
BKG101303,Resort Hotel,2024-06-07,2024-07-10,2024-07-18,33,USA,3,2.0,Standard,330.58,Online Travel Agent,Check-Out
BKG101304,City Hotel,2024-06-01,2024-06-14,2024-06-20,13,Germany,1,0.0,,330.15,Direct,Check-Out
BKG101305,City Hotel,2022-03-09,2022-06-09,2022-06-19,92,Canada,3,2.0,,322.31,Direct,Check-Out
BKG101306,City Hotel,2022-04-14,2022-09-04,2022-09-07,143,UK,2,0.0,Family,180.4,Corporate,Check-Out
BKG101307,Resort Hotel,2022-09-13,2022-10-12,2022-10-15,29,Australia,4,0.0,Family,279.15,,Check-Out
BKG101308,Resort Hotel,2024-02-25,2024-03-01,2024-03-11,5,Canada,3,1.0,Standard,229.62,Offline Agent,Canceled
BKG101309,Resort Hotel,2023-08-04,2023-10-31,2023-11-06,88,Brazil,1,0.0,Suite,79.98,Offline Agent,Canceled
BKG101310,Resort Hotel,2022-04-24,2022-10-12,2022-10-16,171,UAE,3,,Family,266.31,Online Travel Agent,Check-Out
BKG101311,City Hotel,2023-08-28,2023-12-12,2023-12-15,106,Singapore,3,0.0,Standard,115.69,Offline Agent,Check-Out
BKG101312,City Hotel,2022-06-20,2022-07-03,2022-07-07,13,UAE,3,0.0,Standard,190.19,Corporate,Canceled
BKG101313,Resort Hotel,2024-02-17,2024-08-03,2024-08-11,168,Brazil,1,0.0,Standard,219.87,Online Travel Agent,Check-Out
BKG101314,City Hotel,2022-07-24,2022-11-21,2022-11-28,120,Australia,4,0.0,Suite,261.63,Corporate,Canceled
BKG101315,City Hotel,2024-05-24,2024-09-09,2024-09-16,108,,3,0.0,Deluxe,333.44,Offline Agent,Check-Out
BKG101316,Resort Hotel,2022-03-27,2022-07-20,2022-07-22,115,,3,2.0,Standard,319.79,Direct,Check-Out
BKG101317,Resort Hotel,2023-01-18,2023-02-03,2023-02-06,16,India,2,0.0,,310.47,Online Travel Agent,Check-Out
BKG101318,Resort Hotel,2023-10-04,2024-01-29,2024-02-04,117,Germany,1,2.0,Standard,95.37,Direct,Check-Out
BKG101319,Resort Hotel,2022-04-04,2022-04-04,2022-04-11,0,Australia,2,0.0,Suite,74.5,Direct,Check-Out
BKG101320,Resort Hotel,2022-07-22,2022-11-25,2022-12-05,126,Canada,2,1.0,Deluxe,143.54,Online Travel Agent,Check-Out
BKG101321,Resort Hotel,2022-07-22,2022-09-27,2022-09-30,67,Germany,2,0.0,Deluxe,263.83,Corporate,Canceled
BKG101322,City Hotel,2022-08-22,2022-10-02,2022-10-09,41,Germany,3,2.0,,179.56,Corporate,Canceled
BKG101323,Resort Hotel,2024-01-24,2024-03-25,2024-04-03,61,USA,1,0.0,Standard,141.62,Online Travel Agent,Check-Out
BKG101324,City Hotel,2024-01-21,2024-02-05,2024-02-15,15,India,4,0.0,Standard,255.47,Corporate,Check-Out
BKG101325,City Hotel,2023-01-06,2023-07-03,2023-07-13,178,Canada,1,2.0,Suite,136.11,Offline Agent,Check-Out
BKG101326,Resort Hotel,2022-11-04,2023-03-09,2023-03-15,125,,2,0.0,Family,230.3,Offline Agent,Canceled
BKG101327,City Hotel,2022-11-29,2023-03-12,2023-03-20,103,Australia,4,1.0,Standard,104.28,Direct,Canceled
BKG101328,Resort Hotel,2023-01-26,2023-07-06,2023-07-09,161,UK,4,0.0,Deluxe,64.05,Direct,Check-Out
BKG101329,City Hotel,2023-02-05,2023-06-05,2023-06-08,120,Australia,3,0.0,Deluxe,117.35,Corporate,Canceled
