Transaction ID,Customer ID,Transaction Date,Transaction Amount,Transaction Type,Merchant Category,Location,Device Used,Fraud Flag
T100969,C1290,2024-12-21,9782.98,ATM,Grocery,Kolkata,ATM Machine,No
T100970,C2079,2024-01-23,9988.7,POS,Restaurant,Mumbai,POS Terminal,No
T100971,C1556,2024-01-28,14058.76,POS,Grocery,Delhi,POS Terminal,No
T100972,C1556,2024-12-05,14785.16,ATM,Entertainment,Delhi,ATM Machine,Yes
T100973,C1792,2024-04-28,3302.61,POS,Utilities,Delhi,POS Terminal,No
T100974,C1993,2025-03-19,1108.07,ATM,Utilities,Delhi,ATM Machine,No
T100975,C2026,2025-05-09,4007.73,POS,Utilities,Mumbai,POS Terminal,No
T100976,C2085,2024-06-05,8966.66,POS,Fashion,Kolkata,POS Terminal,No
T100977,C1038,2024-06-26,1502.8,ATM,Entertainment,Pune,ATM Machine,No
T100978,C1484,2025-05-15,10179.14,ATM,Fuel,Mumbai,ATM Machine,No
T100979,C1793,2025-03-31,29922.77,Online,Utilities,Chennai,Mobile,No
T100980,C1805,2024-12-02,16845.35,Online,Electronics,Kolkata,Tablet,No
T100981,C1466,2024-08-01,38591.43,Online,E-commerce,Bangalore,Desktop,No
T100982,C1675,2024-08-17,2578.67,ATM,Restaurant,Hyderabad,ATM Machine,No
T100983,C2190,2024-10-04,1965.19,ATM,Travel,Bangalore,ATM Machine,No
T100984,C2073,2025-04-10,36463.8,Online,Healthcare,Bangalore,Tablet,No
T100985,C1324,2024-06-11,24875.47,Online,Utilities,Jaipur,Tablet,No
T100986,C1651,2025-03-05,34482.44,Online,Grocery,Pune,Desktop,No
T100987,C1622,2024-08-14,8979.13,ATM,Fuel,Bangalore,ATM Machine,No
T100988,C1219,2024-03-08,12470.82,Online,Grocery,Lucknow,Tablet,No
T100989,C2162,2024-11-09,40991.3,Online,E-commerce,Hyderabad,Mobile,No
T100990,C1736,2024-02-10,16088.61,ATM,Fashion,Bangalore,ATM Machine,No
T100991,C1961,2024-12-30,14046.58,ATM,Entertainment,Bangalore,ATM Machine,No
T100992,C2007,2024-08-30,13752.83,Online,Restaurant,Hyderabad,Mobile,No
T100993,C1031,2025-04-18,8894.44,POS,Healthcare,Hyderabad,POS Terminal,No
T100994,C1416,2025-01-22,18176.5,Online,Electronics,Bangalore,Desktop,No
T100995,C2004,2024-12-18,1464.57,POS,Fashion,Hyderabad,POS Terminal,No
T100996,C1086,2024-11-07,18387.61,ATM,Healthcare,Pune,ATM Machine,No
T100997,C2172,2024-10-31,3167.96,ATM,Utilities,Mumbai,ATM Machine,No
T100998,C1925,2024-08-21,47521.82,Online,Travel,Jaipur,Tablet,No
T100999,C1081,2024-10-12,6745.49,POS,Utilities,Mumbai,POS Terminal,No
T101000,C1901,2024-07-22,2858.48,POS,Fuel,Ahmedabad,POS Terminal,No
T101001,C1603,2024-11-09,27186.67,Online,Utilities,Bangalore,Desktop,No
T101002,C1926,2024-02-16,17522.44,ATM,Utilities,Delhi,ATM Machine,No
T101003,C2199,2025-04-25,14778.39,ATM,Utilities,Bangalore,ATM Machine,No
T101004,C1663,2024-08-18,40366.75,Online,Restaurant,Ahmedabad,Tablet,No
T101005,C1414,2025-03-27,9915.87,POS,Electronics,Chennai,POS Terminal,No
T101006,C1336,2025-01-02,13999.39,ATM,Electronics,Delhi,ATM Machine,No
T101007,C1921,2024-11-20,12753.02,POS,Electronics,Jaipur,POS Terminal,No
T101008,C2048,2024-11-09,12633.47,Online,Healthcare,Jaipur,Desktop,No
T101009,C1350,2025-04-12,7392.43,POS,E-commerce,Bangalore,POS Terminal,No
T101010,C1297,2024-04-01,4813.58,ATM,Grocery,Kolkata,ATM Machine,No
T101011,C1914,2024-05-27,19759.53,ATM,Restaurant,Delhi,ATM Machine,No
T101012,C1416,2024-01-02,18909.16,ATM,Fuel,Mumbai,ATM Machine,No
T101013,C2022,2024-10-05,2163.46,Online,E-commerce,Ahmedabad,Mobile,No
T101014,C1975,2024-08-20,10613.07,POS,Fashion,Delhi,POS Terminal,No
T101015,C1014,2024-05-05,18542.34,ATM,Fuel,Lucknow,ATM Machine,No
T101016,C1426,2024-01-26,9192.65,Online,Restaurant,Mumbai,Tablet,No
T101017,C1298,2025-03-13,28483.67,Online,E-commerce,Lucknow,Desktop,No
T101018,C1180,2024-01-26,45791.32,Online,Healthcare,Bangalore,Mobile,No
T101019,C2173,2025-02-07,1161.95,ATM,Restaurant,Ahmedabad,ATM Machine,No
T101020,C1738,2025-04-21,34931.53,Online,Electronics,Chennai,Desktop,No
T101021,C1777,2025-02-23,15007.98,Online,Healthcare,Jaipur,Mobile,No
T101022,C1276,2024-03-03,18525.73,ATM,Fuel,Pune,ATM Machine,No
T101023,C2075,2024-04-17,19435.64,ATM,Travel,Lucknow,ATM Machine,No
T101024,C2171,2025-01-08,18913.2,ATM,Utilities,Delhi,ATM Machine,No
T101025,C1589,2024-08-06,9747.18,ATM,Entertainment,Chennai,ATM Machine,No
T101026,C1725,2025-04-19,43129.72,Online,E-commerce,Lucknow,Desktop,No
T101027,C2020,2024-09-09,42258.56,Online,E-commerce,Hyderabad,Tablet,No
T101028,C1397,2024-01-01,16091.2,Online,Grocery,Ahmedabad,Tablet,No
T101029,C1425,2025-02-13,16663.85,ATM,Healthcare,Kolkata,ATM Machine,No
T101030,C1717,2024-10-13,1221.65,ATM,Travel,Mumbai,ATM Machine,No
T101031,C1577,2024-05-10,29894.24,Online,Fuel,Chennai,Tablet,No
T101032,C1013,2024-02-28,4985.17,ATM,Entertainment,Pune,ATM Machine,No
T101033,C2166,2024-11-11,6204.23,Online,Restaurant,Hyderabad,Desktop,No
T101034,C1982,2025-04-14,1246.6,POS,Grocery,Bangalore,POS Terminal,No
T101035,C1944,2025-04-01,14077.63,ATM,Entertainment,Ahmedabad,ATM Machine,No
T101036,C1848,2025-04-20,7127.56,ATM,Grocery,Jaipur,ATM Machine,No
T101037,C1647,2024-10-11,14632.95,ATM,Grocery,Hyderabad,ATM Machine,No
T101038,C1680,2025-02-13,1073.81,POS,Electronics,Bangalore,POS Terminal,No
T101039,C1064,2024-06-22,4797.83,POS,Utilities,Bangalore,POS Terminal,No
T101040,C1798,2024-04-05,11020.08,ATM,Electronics,Chennai,ATM Machine,No
T101041,C1645,2024-12-29,39578.01,Online,Fuel,Kolkata,Mobile,No
T101042,C1487,2024-07-09,4849.41,POS,Fuel,Hyderabad,POS Terminal,No
T101043,C1359,2024-02-27,9425.78,POS,Grocery,Hyderabad,POS Terminal,No
T101044,C1909,2024-09-16,44321.69,Online,Fashion,Jaipur,Mobile,No
T101045,C1991,2025-01-10,12509.33,ATM,Fuel,Pune,ATM Machine,No
T101046,C1202,2025-02-24,5042.71,ATM,Restaurant,Hyderabad,ATM Machine,No
T101047,C1941,2024-07-17,975.82,ATM,Utilities,Delhi,ATM Machine,Yes
T101048,C1091,2024-12-17,17466.93,ATM,Electronics,Pune,ATM Machine,No
T101049,C1095,2024-02-22,914.75,ATM,Fuel,Mumbai,ATM Machine,No
T101050,C1640,2024-11-23,43760.14,Online,Entertainment,Hyderabad,Mobile,No
T101051,C2091,2024-06-12,7981.16,POS,Electronics,Chennai,POS Terminal,No
T101052,C1561,2024-02-28,46965.57,Online,E-commerce,Jaipur,Tablet,No
T101053,C2112,2024-06-28,16076.27,ATM,Entertainment,Chennai,ATM Machine,No
T101054,C1581,2024-10-20,49897.12,Online,Restaurant,Delhi,Desktop,No
T101055,C1694,2024-10-03,5325.61,POS,Grocery,Bangalore,POS Terminal,Yes
T101056,C1104,2024-02-24,11531.11,POS,Grocery,Delhi,POS Terminal,No
T101057,C1367,2024-12-26,8337.65,ATM,E-commerce,Ahmedabad,ATM Machine,No
T101058,C1640,2024-06-19,24097.81,Online,Utilities,Delhi,Desktop,No
T101059,C1191,2025-02-20,12736.36,ATM,Fashion,Delhi,ATM Machine,No
T101060,C1954,2024-08-28,43709.12,Online,Travel,Bangalore,Tablet,No
T101061,C1745,2024-07-19,49207.36,Online,Entertainment,Pune,Desktop,No
T101062,C1134,2024-08-31,38460.02,Online,Entertainment,Ahmedabad,Desktop,No
T101063,C1579,2025-01-28,6324.73,POS,E-commerce,Lucknow,POS Terminal,No
T101064,C1211,2024-07-26,8716.46,ATM,Electronics,Pune,ATM Machine,No
T101065,C1146,2025-02-09,11089.98,POS,Utilities,Ahmedabad,POS Terminal,No
T101066,C1847,2024-05-02,5156.15,ATM,Travel,Jaipur,ATM Machine,No
T101067,C1988,2024-07-15,5701.61,Online,Entertainment,Hyderabad,Tablet,No
T101068,C1892,2024-10-17,5383.87,POS,Utilities,Hyderabad,POS Terminal,No
T101069,C1160,2025-01-13,6101.16,ATM,E-commerce,Ahmedabad,ATM Machine,No
T101070,C1949,2024-06-15,6278.01,ATM,Electronics,Ahmedabad,ATM Machine,No
T101071,C1832,2024-02-05,5055.35,ATM,Electronics,Lucknow,ATM Machine,No
T101072,C1777,2024-06-16,727.19,POS,Grocery,Delhi,POS Terminal,No
T101073,C1285,2025-03-30,848.54,ATM,Grocery,Bangalore,ATM Machine,No
T101074,C1928,2024-09-29,14817.06,POS,Healthcare,Lucknow,POS Terminal,No
T101075,C1401,2024-04-15,8841.58,ATM,Entertainment,Chennai,ATM Machine,No
T101076,C1624,2025-04-15,5826.47,POS,Entertainment,Delhi,POS Terminal,No
T101077,C2046,2024-07-25,34046.43,Online,Fuel,Mumbai,Desktop,No
T101078,C1109,2024-01-01,4755.95,ATM,Utilities,Pune,ATM Machine,No
T101079,C1578,2025-03-19,47508.07,Online,Travel,Kolkata,Tablet,No
T101080,C1652,2024-12-30,11816.54,POS,Healthcare,Kolkata,POS Terminal,No
T101081,C1433,2024-12-05,4652.67,Online,Fashion,Bangalore,Mobile,No
T101082,C1738,2025-03-06,6321.95,POS,Restaurant,Chennai,POS Terminal,No
T101083,C1258,2024-03-09,43980.09,Online,Electronics,Mumbai,Mobile,No
T101084,C1997,2024-12-02,14176.51,POS,Restaurant,Delhi,POS Terminal,No
T101085,C1852,2025-03-16,7064.28,POS,E-commerce,Kolkata,POS Terminal,No
T101086,C1931,2024-09-17,9239.83,POS,Utilities,Ahmedabad,POS Terminal,No
T101087,C1463,2024-04-05,2588.81,POS,E-commerce,Mumbai,POS Terminal,No
T101088,C1485,2024-12-30,19827.79,ATM,Fuel,Kolkata,ATM Machine,No
T101089,C2181,2024-07-06,11737.25,Online,Grocery,Lucknow,Desktop,No
T101090,C1232,2024-10-24,14146.7,POS,Electronics,Bangalore,POS Terminal,No
T101091,C2079,2025-03-15,9779.74,POS,Fashion,Jaipur,POS Terminal,No
T101092,C1182,2024-05-05,9155.28,POS,Electronics,Jaipur,POS Terminal,No
T101093,C1640,2024-11-09,25731.89,Online,Entertainment,Jaipur,Mobile,No
T101094,C2050,2025-04-08,3536.98,POS,E-commerce,Pune,POS Terminal,No
T101095,C1604,2024-05-28,8991.1,Online,Grocery,Lucknow,Tablet,No
T101096,C2155,2024-05-13,11180.21,Online,Fashion,Lucknow,Mobile,No
T101097,C1598,2025-02-18,4135.55,ATM,E-commerce,Mumbai,ATM Machine,No
T101098,C1169,2024-03-05,15701.9,ATM,Electronics,Chennai,ATM Machine,No
T101099,C1576,2024-05-20,5316.87,POS,Grocery,Delhi,POS Terminal,No
T101100,C1310,2024-12-03,961.86,POS,Entertainment,Bangalore,POS Terminal,No
T101101,C1484,2024-09-05,48461.31,Online,Utilities,Mumbai,Desktop,No
T101102,C1298,2024-10-31,44212.54,Online,Fashion,Kolkata,Desktop,No
T101103,C1902,2025-01-06,18591.17,ATM,Restaurant,Hyderabad,ATM Machine,No
T101104,C1707,2024-01-28,19900.7,ATM,Fuel,Delhi,ATM Machine,No
T101105,C1951,2024-07-23,2691.04,POS,Fuel,Ahmedabad,POS Terminal,No
T101106,C2091,2024-04-29,6004.01,POS,Healthcare,Ahmedabad,POS Terminal,No
T101107,C2087,2025-03-21,11397.75,POS,Grocery,Chennai,POS Terminal,No
T101108,C1920,2024-07-14,14072.4,ATM,Entertainment,Jaipur,ATM Machine,No
T101109,C1085,2024-02-19,3500.97,ATM,Entertainment,Kolkata,ATM Machine,No
T101110,C1559,2024-06-20,12255.91,POS,Fuel,Delhi,POS Terminal,No
T101111,C2197,2024-07-19,3444.16,POS,Travel,Lucknow,POS Terminal,No
T101112,C2065,2024-06-21,4864.44,ATM,Restaurant,Pune,ATM Machine,No
T101113,C1018,2025-03-01,26941.33,Online,Grocery,Kolkata,Mobile,No
T101114,C1914,2024-06-28,29728.41,Online,Fuel,Chennai,Mobile,No
T101115,C1189,2024-01-30,11811.68,ATM,Travel,Lucknow,ATM Machine,No
T101116,C1246,2024-02-14,2283.99,ATM,Restaurant,Kolkata,ATM Machine,No
T101117,C2160,2025-02-15,43897.55,Online,Electronics,Bangalore,Desktop,No
T101118,C1156,2024-11-23,4057.44,POS,Fuel,Kolkata,POS Terminal,No
T101119,C1663,2024-05-11,6649.84,Online,Electronics,Chennai,Mobile,No
T101120,C1682,2024-01-31,13342.35,POS,Fuel,Bangalore,POS Terminal,No
T101121,C2008,2025-04-20,47791.44,Online,E-commerce,Kolkata,Mobile,No
T101122,C1223,2024-03-14,17311.49,ATM,Healthcare,Hyderabad,ATM Machine,No
T101123,C1218,2025-04-12,12161.79,POS,Fuel,Delhi,POS Terminal,No
T101124,C1145,2024-10-19,13277.22,ATM,Fuel,Ahmedabad,ATM Machine,Yes
T101125,C2020,2024-03-17,11241.72,ATM,Grocery,Mumbai,ATM Machine,No
T101126,C1546,2024-03-18,2196.24,ATM,Entertainment,Kolkata,ATM Machine,No
T101127,C2056,2024-12-28,6185.95,POS,Fashion,Kolkata,POS Terminal,No
T101128,C1144,2024-10-03,18759.89,Online,Grocery,Kolkata,Tablet,No
T101129,C1988,2024-03-03,5565.2,ATM,Utilities,Pune,ATM Machine,No
T101130,C1621,2024-07-24,36226.32,Online,Electronics,Pune,Tablet,No
T101131,C1697,2024-02-11,7488.55,POS,Fuel,Hyderabad,POS Terminal,No
T101132,C1081,2025-05-10,1307.59,POS,Travel,Chennai,POS Terminal,No
T101133,C1219,2024-11-18,4793.57,ATM,Entertainment,Ahmedabad,ATM Machine,No
T101134,C1897,2025-01-11,34226.29,Online,Restaurant,Mumbai,Mobile,Yes
T101135,C1489,2024-09-07,1234.35,POS,Electronics,Jaipur,POS Terminal,No
T101136,C2024,2024-09-30,12782.98,POS,Grocery,Mumbai,POS Terminal,No
T101137,C1692,2025-02-07,10155.36,ATM,Grocery,Kolkata,ATM Machine,No
T101138,C2072,2024-08-22,9871.44,ATM,Utilities,Bangalore,ATM Machine,No
T101139,C1478,2025-04-18,29701.91,Online,Grocery,Bangalore,Desktop,No
T101140,C1966,2025-04-09,16581.28,ATM,Grocery,Hyderabad,ATM Machine,No
T101141,C1268,2024-01-08,17520.9,Online,Grocery,Chennai,Mobile,No
T101142,C1350,2025-03-03,13721.31,ATM,Electronics,Delhi,ATM Machine,No
T101143,C1452,2024-02-02,28373.45,Online,Healthcare,Pune,Tablet,No
T101144,C1665,2024-03-02,5707.05,ATM,E-commerce,Jaipur,ATM Machine,No
T101145,C1437,2025-01-26,43955.77,Online,E-commerce,Bangalore,Desktop,No
T101146,C1561,2024-03-13,11981.65,POS,Restaurant,Pune,POS Terminal,No
T101147,C1899,2024-05-04,13339.81,ATM,Grocery,Bangalore,ATM Machine,No
T101148,C1771,2025-02-02,42558.97,Online,Grocery,Ahmedabad,Mobile,Yes
T101149,C1368,2025-04-19,43391.25,Online,E-commerce,Chennai,Desktop,No
T101150,C1975,2024-12-20,35476.48,Online,Travel,Bangalore,Tablet,No
T101151,C1923,2024-07-29,41883.26,Online,Restaurant,Lucknow,Tablet,No
T101152,C1369,2025-01-02,10492.32,POS,E-commerce,Delhi,POS Terminal,No
T101153,C1617,2024-06-27,10234.1,POS,Grocery,Jaipur,POS Terminal,No
T101154,C1241,2024-09-28,31006.85,Online,E-commerce,Pune,Tablet,No
T101155,C1951,2025-01-29,15177.97,ATM,Travel,Chennai,ATM Machine,No
T101156,C1231,2025-02-11,8098.53,Online,Fashion,Ahmedabad,Mobile,No
T101157,C1089,2024-01-28,17676.98,ATM,Entertainment,Chennai,ATM Machine,No
T101158,C1515,2024-06-20,17500.95,ATM,Fashion,Mumbai,ATM Machine,No
T101159,C1108,2025-04-18,1070.32,ATM,Restaurant,Bangalore,ATM Machine,No
T101160,C1994,2024-09-20,41325.67,Online,Electronics,Hyderabad,Tablet,No
T101161,C2188,2024-06-15,2020.16,POS,Travel,Pune,POS Terminal,No
T101162,C1226,2024-06-15,16888.92,Online,Electronics,Hyderabad,Tablet,No
T101163,C1410,2024-07-11,37226.71,Online,Electronics,Ahmedabad,Tablet,No
T101164,C1893,2024-03-15,8205.84,Online,E-commerce,Ahmedabad,Mobile,No
T101165,C1280,2024-08-22,16450.36,ATM,Travel,Pune,ATM Machine,No
T101166,C1415,2024-06-20,41640.28,Online,Grocery,Lucknow,Mobile,No
T101167,C1228,2025-03-12,7661.27,POS,Fashion,Kolkata,POS Terminal,No
T101168,C1704,2024-04-22,195.15,POS,E-commerce,Bangalore,POS Terminal,No
T101169,C1349,2024-10-22,6097.24,ATM,Travel,Delhi,ATM Machine,No
T101170,C2069,2024-09-07,30922.96,Online,E-commerce,Ahmedabad,Desktop,No
T101171,C1877,2025-01-11,49063.07,Online,Travel,Pune,Desktop,No
T101172,C1306,2025-04-12,12820.36,ATM,Grocery,Kolkata,ATM Machine,No
T101173,C1083,2024-08-28,5566.17,ATM,Utilities,Mumbai,ATM Machine,No
T101174,C1808,2024-09-02,12863.11,ATM,Electronics,Ahmedabad,ATM Machine,No
T101175,C1171,2024-10-12,27091.27,Online,Healthcare,Hyderabad,Mobile,No
T101176,C1490,2024-11-27,39036.3,Online,Grocery,Ahmedabad,Tablet,No
T101177,C1941,2025-03-15,2586.12,ATM,E-commerce,Mumbai,ATM Machine,No
T101178,C1950,2025-01-30,38099.19,Online,Healthcare,Bangalore,Desktop,No
T101179,C1003,2025-03-16,11054.7,ATM,Electronics,Kolkata,ATM Machine,No
T101180,C1682,2024-09-28,48157.0,Online,Fuel,Kolkata,Desktop,No
T101181,C2111,2024-10-21,17225.23,Online,Electronics,Lucknow,Desktop,No
T101182,C1113,2024-09-20,12836.13,ATM,Entertainment,Mumbai,ATM Machine,No
T101183,C1749,2024-08-26,18674.55,ATM,Grocery,Pune,ATM Machine,No
T101184,C2145,2024-12-26,5304.98,Online,Utilities,Hyderabad,Mobile,No
T101185,C1489,2024-10-03,46873.98,Online,Fashion,Lucknow,Tablet,No
T101186,C1462,2024-06-13,10349.5,POS,Fuel,Jaipur,POS Terminal,No
T101187,C1568,2024-01-28,3578.29,Online,Entertainment,Pune,Desktop,No
T101188,C2079,2025-02-28,15187.99,Online,Fashion,Jaipur,Tablet,No
T101189,C1599,2024-08-19,14309.36,ATM,Entertainment,Delhi,ATM Machine,No
T101190,C1938,2024-02-14,3554.06,Online,Healthcare,Bangalore,Desktop,No
T101191,C1158,2024-02-25,29192.09,Online,Fuel,Delhi,Tablet,No
T101192,C1309,2025-03-23,17424.98,Online,Utilities,Mumbai,Desktop,No
T101193,C2109,2025-04-22,31121.59,Online,Fashion,Pune,Desktop,No
T101194,C1044,2024-05-29,2477.95,Online,Electronics,Mumbai,Mobile,No
T101195,C2065,2024-11-26,13085.9,POS,Healthcare,Lucknow,POS Terminal,No
T101196,C1669,2024-09-05,19483.03,ATM,Utilities,Jaipur,ATM Machine,No
T101197,C1623,2024-10-17,48450.12,Online,Fuel,Bangalore,Desktop,No
T101198,C1762,2025-05-12,11269.81,POS,Grocery,Bangalore,POS Terminal,No
T101199,C1934,2025-05-04,6678.29,Online,E-commerce,Bangalore,Tablet,No
T101200,C1374,2025-05-13,37961.51,Online,Restaurant,Bangalore,Mobile,No
T101201,C1649,2024-10-21,1424.43,Online,Fashion,Chennai,Desktop,No
T101202,C2152,2024-12-28,1301.75,Online,Entertainment,Pune,Mobile,No
T101203,C2106,2025-05-14,16315.79,Online,Utilities,Chennai,Mobile,No
T101204,C1829,2025-04-21,7380.78,POS,Restaurant,Ahmedabad,POS Terminal,No
T101205,C1320,2024-01-03,15522.94,ATM,Utilities,Jaipur,ATM Machine,No
T101206,C1606,2024-08-30,10281.1,POS,E-commerce,Bangalore,POS Terminal,No
T101207,C1906,2024-06-22,9195.1,ATM,Electronics,Ahmedabad,ATM Machine,No
T101208,C1286,2024-12-13,5835.72,ATM,Electronics,Chennai,ATM Machine,Yes
T101209,C1452,2024-08-16,14957.16,POS,Electronics,Pune,POS Terminal,No
T101210,C1400,2024-10-25,8810.54,ATM,Travel,Chennai,ATM Machine,No
T101211,C1172,2024-10-02,6825.67,POS,Electronics,Jaipur,POS Terminal,No
T101212,C2005,2024-06-11,3690.66,ATM,E-commerce,Jaipur,ATM Machine,No
T101213,C1740,2024-07-22,39781.52,Online,Healthcare,Pune,Desktop,No
T101214,C1583,2024-06-25,10435.87,POS,Fuel,Ahmedabad,POS Terminal,No
T101215,C1180,2024-04-20,4805.01,ATM,Fashion,Kolkata,ATM Machine,No
T101216,C1592,2024-03-24,2106.43,ATM,Healthcare,Kolkata,ATM Machine,No
T101217,C1177,2024-03-14,34088.87,Online,Fuel,Ahmedabad,Tablet,No
T101218,C1136,2025-04-22,13262.97,ATM,Healthcare,Delhi,ATM Machine,Yes
T101219,C1560,2024-07-31,13808.32,Online,Utilities,Ahmedabad,Tablet,No
T101220,C1281,2024-04-12,47553.01,Online,Healthcare,Chennai,Tablet,No
T101221,C1619,2025-03-03,3445.63,ATM,Fuel,Ahmedabad,ATM Machine,No
T101222,C1950,2024-04-24,21730.27,Online,Grocery,Bangalore,Desktop,No
T101223,C1968,2024-03-04,18900.51,ATM,Fuel,Kolkata,ATM Machine,No
T101224,C1502,2024-01-15,21102.42,Online,Fuel,Ahmedabad,Mobile,No
T101225,C1741,2024-10-24,9614.04,POS,E-commerce,Kolkata,POS Terminal,No
T101226,C1975,2025-05-13,8253.09,ATM,Electronics,Pune,ATM Machine,No
T101227,C2179,2024-01-09,4185.81,POS,Restaurant,Lucknow,POS Terminal,No
T101228,C1655,2024-08-24,19687.56,ATM,Restaurant,Pune,ATM Machine,No
T101229,C1559,2024-07-03,6199.08,POS,Entertainment,Mumbai,POS Terminal,No
T101230,C2085,2024-11-23,44726.14,Online,Utilities,Hyderabad,Tablet,No
T101231,C1194,2024-11-02,11651.74,Online,Utilities,Pune,Desktop,No
T101232,C1617,2024-05-18,4655.54,ATM,Entertainment,Delhi,ATM Machine,No
T101233,C1721,2025-02-25,1750.48,Online,Grocery,Bangalore,Tablet,No
T101234,C1994,2024-07-29,9809.84,POS,Restaurant,Delhi,POS Terminal,No
T101235,C2031,2024-04-23,18552.61,Online,Utilities,Lucknow,Tablet,No
T101236,C2077,2025-03-09,17354.99,ATM,Utilities,Delhi,ATM Machine,No
T101237,C1157,2024-02-29,23765.85,Online,Grocery,Ahmedabad,Desktop,No
T101238,C1743,2024-03-12,14526.08,POS,E-commerce,Jaipur,POS Terminal,No
T101239,C1701,2024-03-29,4117.75,ATM,Fuel,Mumbai,ATM Machine,No
T101240,C1243,2024-04-23,43457.43,Online,Restaurant,Hyderabad,Desktop,No
T101241,C1267,2024-02-10,11671.29,POS,Electronics,Delhi,POS Terminal,Yes
T101242,C1992,2025-01-22,11586.74,POS,Grocery,Hyderabad,POS Terminal,No
T101243,C2052,2024-10-30,42270.2,Online,Fashion,Delhi,Desktop,No
T101244,C1618,2024-12-07,38098.99,Online,Electronics,Delhi,Tablet,No
T101245,C1410,2024-04-04,12711.3,ATM,Entertainment,Mumbai,ATM Machine,No
T101246,C1569,2025-04-30,3059.28,ATM,Entertainment,Pune,ATM Machine,No
T101247,C2026,2025-02-03,1134.26,ATM,E-commerce,Hyderabad,ATM Machine,No
T101248,C1140,2024-02-20,18456.53,ATM,Grocery,Jaipur,ATM Machine,No
T101249,C1393,2025-05-08,9288.09,POS,Restaurant,Jaipur,POS Terminal,Yes
T101250,C1203,2025-04-18,39867.56,Online,Utilities,Ahmedabad,Desktop,No
T101251,C1380,2024-08-13,9889.69,ATM,Electronics,Bangalore,ATM Machine,No
T101252,C1778,2024-08-05,6041.95,Online,Utilities,Hyderabad,Desktop,No
T101253,C1644,2024-03-04,1965.27,POS,Electronics,Jaipur,POS Terminal,No
T101254,C1740,2024-12-26,10314.92,POS,Utilities,Mumbai,POS Terminal,No
T101255,C2012,2024-02-29,6511.56,POS,Fuel,Ahmedabad,POS Terminal,No
T101256,C1639,2024-12-17,3087.82,POS,Travel,Jaipur,POS Terminal,No
T101257,C1877,2024-04-06,24681.41,Online,Fashion,Pune,Mobile,Yes
T101258,C2007,2024-12-10,3397.61,Online,Healthcare,Ahmedabad,Tablet,No
T101259,C1175,2024-03-02,29182.18,Online,Healthcare,Kolkata,Tablet,No
T101260,C1209,2025-01-14,13595.87,Online,Electronics,Pune,Mobile,No
T101261,C1828,2024-03-03,39918.44,Online,Healthcare,Ahmedabad,Desktop,No
T101262,C2192,2024-10-30,4724.39,POS,Healthcare,Pune,POS Terminal,No
T101263,C1829,2024-09-05,9376.79,ATM,Fuel,Bangalore,ATM Machine,No
T101264,C1222,2024-03-03,273.15,POS,Fashion,Ahmedabad,POS Terminal,No
T101265,C1276,2024-01-16,3807.86,Online,Grocery,Delhi,Desktop,No
T101266,C1367,2024-07-14,8153.62,ATM,Entertainment,Bangalore,ATM Machine,No
T101267,C1198,2025-01-24,24100.95,Online,Utilities,Ahmedabad,Desktop,No
T101268,C2020,2024-09-08,12200.4,ATM,Fuel,Jaipur,ATM Machine,No
T101269,C2108,2024-10-06,14724.8,Online,Grocery,Kolkata,Mobile,No
T101270,C1645,2025-03-12,10455.23,POS,Fashion,Ahmedabad,POS Terminal,No
T101271,C1363,2024-10-12,17272.39,ATM,Fuel,Bangalore,ATM Machine,No
T101272,C1276,2024-06-08,15707.09,ATM,Healthcare,Ahmedabad,ATM Machine,No
T101273,C2166,2024-12-11,690.32,POS,Utilities,Jaipur,POS Terminal,No
T101274,C1975,2024-10-14,24129.25,Online,Utilities,Mumbai,Desktop,No
T101275,C1774,2024-11-11,2546.14,ATM,Entertainment,Chennai,ATM Machine,No
T101276,C1058,2024-10-29,12253.84,Online,Restaurant,Pune,Desktop,No
T101277,C2196,2024-01-14,19739.92,ATM,Entertainment,Kolkata,ATM Machine,No
T101278,C1707,2024-07-01,2223.18,POS,Entertainment,Mumbai,POS Terminal,No
T101279,C1508,2024-04-30,10228.32,ATM,Fuel,Lucknow,ATM Machine,No
T101280,C1135,2025-03-20,9310.52,POS,Electronics,Pune,POS Terminal,No
T101281,C2103,2024-06-15,35182.76,Online,Fashion,Kolkata,Tablet,No
T101282,C1863,2024-05-16,28070.5,Online,Fashion,Lucknow,Mobile,No
T101283,C1774,2024-10-19,245.59,POS,Entertainment,Lucknow,POS Terminal,No
T101284,C2001,2024-02-21,6866.0,ATM,Travel,Pune,ATM Machine,No
T101285,C1696,2024-03-26,10595.38,ATM,Fuel,Pune,ATM Machine,No
T101286,C1414,2024-09-11,2213.4,ATM,Electronics,Jaipur,ATM Machine,No
T101287,C1544,2024-01-25,5324.34,POS,E-commerce,Kolkata,POS Terminal,No
T101288,C1189,2025-01-02,1147.46,ATM,Electronics,Lucknow,ATM Machine,No
T101289,C1138,2024-10-17,2032.28,ATM,Fashion,Kolkata,ATM Machine,No
T101290,C1158,2024-11-29,6014.16,POS,Utilities,Chennai,POS Terminal,No
T101291,C2106,2024-06-09,6809.24,Online,Healthcare,Kolkata,Desktop,No
T101292,C1929,2024-12-09,11567.05,ATM,Restaurant,Mumbai,ATM Machine,No
T101293,C2058,2025-03-17,34535.36,Online,E-commerce,Ahmedabad,Mobile,No
